application_id,city,zip,application_submission_date,facility_type,sector,pv_capacity_kw,total_system_costs,total_rebate,mounting_location,ppa_lease,payment_status,geothermal_capacity_tons,solar_water_capacity_sq_ft,wind_capacity_kw
R01596,Bethany Beach,19930,2012-07-23 00:00:00,PV,Solar Lease,9.28,36633.27,10196.0,,,Paid,,,
R01597,Hockessin,19707,2012-07-26 00:00:00,PV,Residential,4.6,17212.0,5750.0,,,Paid,,,
R01599,Newark,19702,2012-07-26 00:00:00,PV,Residential,5.64,24000.0,6730.0,,,Paid,,,
R01600,Millville,19970,2012-08-06 00:00:00,Geothermal,Residential,,10645.0,2300.0,,,Paid,3.0,,
R01601,Dover,19901,2012-08-06 00:00:00,PV,Residential,3.68,13093.0,4600.0,,,Paid,,,
R01603,Lewes,19958,2012-08-14 00:00:00,PV,Residential,5.28,31680.0,6460.0,,,Paid,,,
R01602,Lewes,19958,2012-08-14 00:00:00,PV,Residential,4.8,28800.0,6000.0,,,Paid,,,
R01604,Townsend,19734,2012-08-15 00:00:00,PV,Residential,13.0,35000.0,11050.0,,,Paid,,,
R01605,Rehoboth Beach,19971,2012-08-15 00:00:00,Geothermal,Residential,,36000.0,2300.0,,,Paid,3.0,,
R01608,Milton,19968,2012-08-20 00:00:00,Geothermal,Residential,,18000.0,3000.0,,,Paid,4.0,,
R01606,Wilmington,19810,2012-08-20 00:00:00,PV,Residential,4.32,16632.0,5400.0,,,Paid,,,
R01607,Selbyville,19973,2012-08-20 00:00:00,PV,Residential,15.98,69513.0,12093.0,,,Paid,,,
R01609,Hockessin,19707,2012-08-21 00:00:00,PV,Residential,7.2,25776.0,7900.0,,,Paid,,,
R01612,Lewes,19958,2012-08-22 00:00:00,PV,Residential,4.8,27600.0,6000.0,,,Paid,,,
R01610,Rehoboth Beach,19971,2012-08-22 00:00:00,PV,Residential,8.64,30000.0,8980.0,,,Paid,,,
R01611,Rehoboth Beach,19971,2012-08-22 00:00:00,PV,Residential,7.92,25869.0,8440.0,,,Paid,,,
R01614,Bear,19701,2012-08-27 00:00:00,PV,Residential,5.0,19213.0,6250.0,,,Paid,,,
R01613,Lincoln,19960,2012-08-27 00:00:00,PV,Residential,2.35,10305.0,2937.5,,,Paid,,,
R01615,Rehoboth Beach,19971,2012-08-28 00:00:00,Geothermal,Residential,,2400.0,2000.0,,,Paid,4.0,,
R01616,Wilmington,19807,2012-08-28 00:00:00,Geothermal,Residential,,23030.0,3000.0,,,Paid,4.0,,
R01617,Rehoboth Beach,19971,2012-08-28 00:00:00,PV,Residential,7.9,30492.0,8440.0,,,Paid,,,
R01619,Ocean View,19970,2012-08-29 00:00:00,Geothermal,Residential,,11800.0,1600.0,,,Paid,2.0,,
R01618,Bethany Beach,19930,2012-08-29 00:00:00,Geothermal,Residential,,25135.0,3700.0,,,Paid,5.0,,
R01620,Lewes,19958,2012-08-30 00:00:00,Geothermal,Residential,,15620.0,3000.0,,,Paid,4.0,,
NR00248,Rehoboth Beach,19971,2012-09-04 00:00:00,PV,Non_Residential,37.92,222968.0,17588.0,,,Paid,,,
R01621,Dewey Beach,19971,2012-09-06 00:00:00,Geothermal,Residential,,60590.0,5000.0,,,Paid,10.0,,
R01625,Bethany Beach,19930,2012-09-10 00:00:00,Geothermal,Residential,,68420.0,5000.0,,,Paid,7.0,,
R01622,Middletown,19709,2012-09-10 00:00:00,PV,Residential,6.0,28380.0,7000.0,,,Paid,,,
R01623,Hockessin,19707,2012-09-12 00:00:00,PV,Solar Lease,3.67,19566.23,4593.75,,,Paid,,,
R01624,Newark,19702,2012-09-14 00:00:00,Geothermal,Residential,,40682.0,3700.0,,,Paid,5.0,,
R01627,Rehoboth Beach,19971,2012-09-19 00:00:00,PV,Residential,3.06,14248.0,3825.0,,,Paid,,,
R01641,Wilmington,19810,2012-09-20 00:00:00,PV,Residential,4.6,16988.0,5750.0,,,Paid,,,
R01626,Rehoboth Beach,19971,2012-09-21 00:00:00,PV,Residential,4.08,17797.0,5100.0,,,Paid,,,
R01629,Newark,19702,2012-09-25 00:00:00,PV,Residential,4.8,20520.0,6000.0,,,Paid,,,
R01631,Bethany Beach,19930,2012-09-27 00:00:00,Geothermal,Residential,,32000.0,3700.0,,,Paid,5.0,,
R01633,Newark,19713,2012-10-02 00:00:00,Geothermal,Residential,,19800.0,3700.0,,,Paid,6.0,,
R01632,South Bethany Beach,19930,2012-10-02 00:00:00,PV,Residential,6.72,20000.0,7540.0,,,Paid,,,
R01636,Lewes,19958,2012-10-03 00:00:00,Geothermal,Residential,,26909.0,3700.0,,,Paid,5.0,,
R01635,Lewes,19958,2012-10-03 00:00:00,PV,Residential,10.56,63360.0,10196.0,,,Paid,,,
R01634,Ocean View,19970,2012-10-03 00:00:00,PV,Residential,5.76,33120.0,6820.0,,,Paid,,,
R01637,Wilmington,19809,2012-10-04 00:00:00,Geothermal,Residential,,40178.0,3700.0,,,Paid,5.0,,
R01638,Rehoboth Beach,19971,2012-10-05 00:00:00,Geothermal,Residential,,17460.0,3700.0,,,Paid,5.0,,
R01639,Milton,19963,2012-10-05 00:00:00,PV,Residential,5.2,28216.0,6400.0,,,Paid,,,
R01640,Rehoboth Beach,19971,2012-10-10 00:00:00,Geothermal,Residential,,39025.0,5000.0,,,Paid,8.0,,
R01643,Middletown,19709,2012-10-11 00:00:00,PV,Solar Lease,9.87,58252.22,9197.5,,,Paid,,,
R01644,Hockessin,19707,2012-10-11 00:00:00,Geothermal,Residential,,23374.0,3700.0,,,Paid,5.3,,
R01645,Camden-Wyoming,19934,2012-10-11 00:00:00,PV,Solar Lease,7.05,30556.11,7787.5,,,Paid,,,
R01646,Milton,19968,2012-10-11 00:00:00,PV,Solar Lease,6.35,27963.03,7258.75,,,Paid,,,
R01642,Wilmington,19809,2012-10-11 00:00:00,PV,Solar Lease,9.8,50140.0,5512.5,,,Paid,,,
R01650,Rehoboth Beach,19971,2012-10-15 00:00:00,Geothermal,Residential,,21980.0,3700.0,,,Paid,5.0,,
R01647,Rehoboth Beach,19971,2012-10-15 00:00:00,Geothermal,Residential,,5689.0,2000.0,,,Paid,,,
R01648,Lewes,19958,2012-10-16 00:00:00,PV,Residential,5.28,30360.0,6460.0,,,Paid,,,
R01651,Rehoboth Beach,19971,2012-10-16 00:00:00,PV,Residential,13.2,48443.0,11120.0,,,Paid,,,
R01649,Lewes,19958,2012-10-16 00:00:00,PV,Residential,5.28,30360.0,6460.0,,,Paid,,,
R01652,Middletown,19709,2012-10-22 00:00:00,PV,Residential,7.99,40300.0,8492.5,,,Paid,,,
R01653,Milford,19963,2012-10-24 00:00:00,Geothermal,Residential,,39720.0,5000.0,,,Paid,8.0,,
R01654,Middletown,19709,2012-10-26 00:00:00,PV,Residential,5.1,21675.0,6325.0,,,Paid,,,
R01655,Wilmington,19803,2012-10-31 00:00:00,Geothermal,Residential,,21019.0,3000.0,,,Paid,4.0,,
R01657,Hockessin,19707,2012-11-01 00:00:00,Solar Water Heating,Residential,,8918.5,3080.0,,,Paid,,80.0,
R01659,Middletown,19709,2012-11-01 00:00:00,Geothermal,Residential,,32681.53,3000.0,,,Paid,4.0,,
R01658,Felton,19943,2012-11-01 00:00:00,Geothermal,Residential,,32277.0,3000.0,,,Paid,4.0,,
R01656,Claymont,19703,2012-11-01 00:00:00,Solar Water Heating,Residential,,8000.0,2880.0,,,Paid,,51.8,
R01660,Wilmington,19803,2012-11-02 00:00:00,PV,Solar Lease,10.78,48036.08,10273.0,,,Paid,,,
R01664,Rehoboth Beach,19971,2012-11-07 00:00:00,PV,Residential,6.24,34320.0,7180.0,,,Paid,,,
R01663,Lewes,19958,2012-11-07 00:00:00,PV,Residential,5.28,29040.0,6460.0,,,Paid,,,
NR00249,Rehoboth Beach,19971,2012-11-07 00:00:00,PV,Non_Residential,43.35,227587.5,43595.0,,,Paid,,,
R01662,Lewes,19958,2012-11-07 00:00:00,PV,Residential,8.64,45360.0,8980.0,,,Paid,,,
R01668,Lewes,19958,2012-11-07 00:00:00,PV,Residential,8.64,45360.0,8980.0,,,Paid,,,
R01661,Rehoboth Beach,19971,2012-11-07 00:00:00,PV,Residential,9.18,48195.0,9385.0,,,Paid,,,
R01666,Milton,19968,2012-11-07 00:00:00,Geothermal,Residential,,17981.0,2300.0,,,Paid,5.0,,
R01667,Harrington,19952,2012-11-08 00:00:00,Solar Water Heating,Residential,,11800.0,3230.0,,,Paid,,66.2,
R01669,Lewes,19958,2012-11-08 00:00:00,PV,Residential,8.64,45360.0,8980.0,,,Paid,,,
R01671,Lewes,19958,2012-11-08 00:00:00,PV,Residential,8.64,45360.0,8980.0,,,Paid,,,
R01670,Wilmington,19808,2012-11-11 00:00:00,PV,Residential,8.5,34480.0,8875.0,,,Paid,,,
R01598,Townsend,19734,2012-11-13 00:00:00,PV,Residential,4.8,17365.0,6000.0,,,Paid,,,
R01672,Wilmington,19803,2012-11-13 00:00:00,PV,Residential,5.76,18432.0,6820.0,,,Paid,,,
R01595,Middletown,19709,2012-11-19 00:00:00,PV,Residential,4.32,16940.0,5400.0,,,Paid,,,
R01676,Bethany Beach,19930,2012-11-19 00:00:00,Geothermal,Residential,,54480.0,5000.0,,,Paid,5.0,,
R01674,Magnolia,19962,2012-11-19 00:00:00,Geothermal,Residential,,18600.0,3000.0,,,Paid,4.0,,
R01673,Hockessin,19707,2012-11-19 00:00:00,PV,Residential,16.83,60588.0,12390.5,,,Paid,,,
R01677,Rehoboth Beach,19971,2012-11-21 00:00:00,PV,Residential,4.32,23760.0,5400.0,,,Paid,,,
R01682,Seaford,19973,2012-11-26 00:00:00,PV,Residential,5.61,19913.0,6707.5,,,Paid,,,
R01680,Camden-Wyoming,19934,2012-11-26 00:00:00,PV,Residential,3.24,11250.0,4050.0,,,Paid,,,
R01678,Newark,19702,2012-11-26 00:00:00,PV,Solar Lease,3.36,22890.85,4200.0,,,Paid,,,
R01681,Middletown,19709,2012-11-26 00:00:00,PV,Residential,5.28,20592.0,6460.0,,,Paid,,,
R01679,New Castle,19720,2012-11-26 00:00:00,PV,Solar Lease,5.0,29862.0,6460.0,,,Paid,,,
R01683,Seaford,19973,2012-11-27 00:00:00,Geothermal,Residential,,24000.0,1600.0,,,Paid,2.0,,
R01684,Wilmington,19803,2012-11-28 00:00:00,PV,Residential,7.92,39819.0,8440.0,,,Paid,,,
R01685,Bethany Beach,19930,2012-11-28 00:00:00,Geothermal,Residential,,14400.0,4400.0,,,Paid,6.0,,
R01687,Lewes,19958,2012-11-29 00:00:00,PV,Residential,5.76,33120.0,6820.0,,,Paid,,,
R01686,Lewes,19958,2012-11-29 00:00:00,PV,Residential,4.8,25200.0,6000.0,,,Paid,,,
R01688,Lewes,19958,2012-12-03 00:00:00,PV,Residential,5.76,31680.0,6820.0,,,Paid,,,
R01689,Bethany Beach,19930,2012-12-03 00:00:00,PV,Residential,7.35,29620.5,8012.5,,,Paid,,,
R01690,Townsend,19734,2012-12-03 00:00:00,PV,Residential,3.168,9300.0,2376.0,,,Paid,,,
R01691,Milton,19968,2012-12-06 00:00:00,PV,Residential,7.75,40713.0,8316.25,,,Paid,,,
R01694,Milton,19968,2012-12-07 00:00:00,PV,Residential,12.22,64155.0,10777.0,,,Paid,,,
R01693,Milton,19968,2012-12-07 00:00:00,PV,Residential,7.05,37012.0,7787.5,,,Paid,,,
R01696,Milton,19968,2012-12-07 00:00:00,PV,Residential,9.16,48116.25,9373.75,,,Paid,,,
R01695,Milton,19968,2012-12-07 00:00:00,PV,Residential,9.4,49350.0,9550.0,,,Paid,,,
R01697,Middletown,19709,2012-12-12 00:00:00,PV,Residential,11.25,38862.5,10437.5,,,Paid,,,
R01698,Dover,19901,2012-12-12 00:00:00,PV,Residential,6.5,23725.0,7375.0,,,Paid,,,
R01699,Milton,19968,2012-12-13 00:00:00,PV,Residential,7.75,40713.75,8316.25,,,Paid,,,
R01702,Lewes,19958,2012-12-17 00:00:00,PV,Residential,12.12,49350.0,9550.0,,,Paid,,,
R01700,Rehoboth Beach,19971,2012-12-17 00:00:00,PV,Residential,7.0,39270.0,7750.0,,,Paid,,,
R01701,Milton,19968,2012-12-17 00:00:00,PV,Residential,10.56,50400.0,10196.0,,,Paid,,,
R01411,Townsend,19734,2012-12-18 00:00:00,PV,Solar Lease,,63072.2,8605.0,,,Paid,8.14,,
R01703,Milton,19968,2012-12-19 00:00:00,PV,Residential,6.58,34545.0,7435.0,,,Paid,,,
R01705,Rehoboth Beach,19971,2012-12-27 00:00:00,Geothermal,Residential,,22960.0,4400.0,,,Paid,6.0,,
R01707,New Castle,19720,2012-12-28 00:00:00,PV,Residential,4.8,17627.0,6000.0,,,Paid,,,
R01706,Middletown,19709,2012-12-28 00:00:00,PV,Residential,11.5,38844.0,10532.0,,,Paid,,,
R01708,Hockessin,19707,2012-12-31 00:00:00,Geothermal,Residential,,29841.0,3700.0,,,Paid,5.0,,
R01709,Newark,19711,2013-01-02 00:00:00,PV,Residential,4.8,19104.0,6000.0,,,Paid,,,
R01710,Newark,19702,2013-01-03 00:00:00,PV,Residential,4.8,18828.0,6000.0,,,Paid,,,
R01711,Wilmington,19809,2013-01-03 00:00:00,PV,Residential,7.56,18144.0,8170.0,,,Paid,,,
R01713,Newark,19701,2013-01-08 00:00:00,PV,Residential,4.6,17112.0,6000.0,,,Paid,,,
R01714,Felton,19943,2013-01-08 00:00:00,PV,Residential,5.28,15120.0,6460.0,,,Paid,,,
R01715,New Castle,19720,2013-01-09 00:00:00,PV,Solar Lease,9.8,47660.4,9850.0,,,Paid,,,
R01716,Newark,19713,2013-01-09 00:00:00,PV,Residential,4.8,19296.0,6000.0,,,Paid,,,
R01717,Wilmington,19808,2013-01-14 00:00:00,Geothermal,Residential,,19032.0,2300.0,,,Paid,3.0,,
R01721,Dover,19901,2013-01-15 00:00:00,PV,Solar Lease,16.8,101716.0,12380.0,,,Paid,,,
R01720,Wilmington,19806,2013-01-15 00:00:00,PV,Residential,2.45,15549.5,3062.5,,,Paid,,,
R01718,Rehoboth Beach,19971,2013-01-15 00:00:00,PV,Residential,4.93,19246.0,6168.75,,,Paid,,,
R01719,Wilmington,19807,2013-01-15 00:00:00,PV,Residential,13.0,45000.0,11050.0,,,Paid,,,
R01724,Dover,19901,2013-01-18 00:00:00,Geothermal,Residential,,8316.0,3000.0,,,Paid,4.0,,
R01722,Middletown,19709,2013-01-18 00:00:00,PV,Residential,5.0,18150.0,6542.5,,,Paid,,,
R01723,Rehoboth Beach,19971,2013-01-23 00:00:00,Geothermal,Residential,,7357.0,2300.0,,,Paid,3.0,,
R01725,Dagsboro,19939,2013-01-23 00:00:00,Geothermal,Residential,,29250.0,3700.0,,,Paid,5.0,,
R01726,Wilmington,19810,2013-01-24 00:00:00,PV,Residential,3.36,13380.0,4200.0,,,Paid,,,
R01727,Bethany Beach,19930,2013-01-28 00:00:00,Geothermal,Residential,,51500.0,5000.0,,,Paid,5.0,,
R01729,Newark,19711,2013-01-31 00:00:00,PV,Residential,4.9,18368.0,6125.0,,,Paid,,,
R01730,Newark,19702,2013-02-04 00:00:00,PV,Residential,6.63,22011.6,7472.5,,,Paid,,,
R01731,Wilmington,19805,2013-02-06 00:00:00,PV,Solar Lease,1.71,10221.0,2143.75,,,Paid,,,
R01732,Rehoboth Beach,19971,2013-02-06 00:00:00,PV,Residential,6.11,23434.5,7082.5,,,Paid,,,
R01733,Lewes,19958,2013-02-12 00:00:00,PV,Residential,6.37,17750.0,7277.5,,,Paid,,,
R01734,Camden-Wyoming,19934,2013-02-12 00:00:00,PV,Solar Lease,3.43,16112.0,4287.5,,,Paid,,,
R01735,Dover,19901,2013-02-12 00:00:00,PV,Solar Lease,8.46,39846.0,8845.0,,,Paid,,,
R01736,Millsboro,19966,2013-02-13 00:00:00,Geothermal,Residential,,18775.0,2300.0,,,Paid,3.0,,
R01737,Millsboro,19966,2013-02-14 00:00:00,PV,Residential,6.76,21770.0,7570.0,,,Paid,,,
R01738,Ocean view,19970,2013-02-15 00:00:00,PV,Residential,5.6,29046.0,6730.0,,,Paid,,,
R01739,Dagsboro,19939,2013-02-19 00:00:00,PV,Residential,4.7,20210.0,5875.0,,,Paid,,,
R01740,Rehoboth Beach,19971,2013-02-22 00:00:00,Geothermal,Residential,,33000.0,4400.0,,,Paid,6.0,,
R01744,Rehoboth Beach,19971,2013-02-25 00:00:00,Geothermal,Residential,,99725.79,5000.0,,,Paid,9.0,,
R01742,Wilmington,19807,2013-02-25 00:00:00,PV,Residential,5.75,17250.0,6812.5,,,Paid,,,
R01743,Harrington,19952,2013-02-25 00:00:00,PV,Residential,6.24,20703.0,7180.0,,,Paid,,,
R01741,Newark,19711,2013-02-25 00:00:00,PV,Solar Lease,7.92,22460.0,8440.0,,,Paid,,,
R01746,Rehoboth Beach,19971,2013-02-27 00:00:00,PV,Residential,4.59,15595.0,5737.5,,,Paid,,,
R01745,Rehoboth Beach,19971,2013-02-27 00:00:00,PV,Residential,3.06,12154.0,3825.0,,,Paid,,,
R01747,Rehoboth Beach,19971,2013-02-27 00:00:00,PV,Residential,4.59,15595.0,5737.5,,,Paid,,,
R01748,Greenville,19807,2013-03-05 00:00:00,Geothermal,Residential,,60200.0,5000.0,,,Paid,8.5,,
R01750,Bear,19701,2013-03-06 00:00:00,PV,Solar Lease,7.68,20628.0,8260.0,,,Paid,,,
R01751,Newark,19711,2013-03-06 00:00:00,PV,Solar Lease,4.56,13214.0,5700.0,,,Paid,,,
R01753,Rehoboth Beach,19971,2013-03-06 00:00:00,PV,Residential,5.36,28435.0,6517.25,,,Paid,,,
R01754,Lewes,19958,2013-03-12 00:00:00,Geothermal,Residential,,31750.0,4400.0,,,Paid,6.0,,
R01755,Lewes,19958,2013-03-15 00:00:00,PV,Residential,5.64,31020.0,6730.0,,,Paid,,,
R01756,Rehoboth Beach,19971,2013-03-18 00:00:00,PV,Residential,7.2,24038.0,7900.0,,,Paid,,,
R01757,Rehoboth Beach,19971,2013-03-19 00:00:00,PV,Residential,7.0,22000.0,7750.0,,,Paid,,,
R01758,Blades,19973,2013-03-20 00:00:00,Geothermal,Residential,,13650.0,2300.0,,,Paid,3.0,,
R01784,Milford,19963,2013-03-25 00:00:00,PV,Residential,5.28,20139.0,6460.0,,,Paid,,,
R01761,Ocean View,19970,2013-03-26 00:00:00,Geothermal,Residential,,15850.0,2300.0,,,Paid,3.0,,
R01762,Laurel,19956,2013-03-26 00:00:00,Geothermal,Residential,,26690.0,3000.0,,,Paid,4.0,,
R01760,Ocean View,19970,2013-03-26 00:00:00,Geothermal,Residential,,25000.0,3700.0,,,Paid,5.0,,
R01763,Hartly,19953,2013-04-01 00:00:00,Geothermal,Residential,,30800.0,4400.0,,,Paid,6.0,,
R01764,Wilmington,19808,2013-04-02 00:00:00,Geothermal,Residential,,28090.0,3000.0,,,Paid,4.0,,
R01765,Wilmington,19807,2013-04-03 00:00:00,Geothermal,Residential,,14949.0,4400.0,,,Paid,6.0,,
NR00251,Lewes,19958,2013-04-03 00:00:00,PV,Non_Residential,45.0,135000.0,22250.0,,,Paid,,,
R01766,Smyrna,19977,2013-04-05 00:00:00,Geothermal,Residential,,26915.41,3000.0,,,Paid,4.0,,
R01767,Bear,19701,2013-04-08 00:00:00,PV,Solar Lease,7.99,34401.9,8747.5,,,Paid,,,
NR00252,Selbyville,19975,2013-04-11 00:00:00,PV,Non_Residential,15.68,31720.0,11988.0,,,Paid,,,
R01768,Bear,19701,2013-04-12 00:00:00,PV,Residential,11.22,20548.24,10427.0,,,Paid,,,
R01769,Rehoboth Beach,19971,2013-04-15 00:00:00,PV,Residential,7.14,21638.0,7855.0,,,Paid,,,
R01770,Wilmington,19807,2013-04-17 00:00:00,Geothermal,Residential,,36780.0,4400.0,,,Paid,6.0,,
R01771,Hartly,19953,2013-04-19 00:00:00,Geothermal,Residential,,24375.0,2300.0,,,Paid,3.0,,
R01795,Middletown,19709,2013-04-23 00:00:00,PV,Solar Lease,8.33,46214.9,8747.5,,,Paid,,,
R01772,Bear,19701,2013-04-25 00:00:00,PV,Solar Lease,4.32,22032.0,5400.0,,,Paid,,,
R01775,Wilmington,19806,2013-04-26 00:00:00,PV,Solar Lease,2.6,13825.0,3250.0,,,Paid,,,
R01774,Selbyville,19975,2013-04-26 00:00:00,PV,Residential,5.56,21147.0,6673.75,,,Paid,,,
R01773,Millsboro,19966,2013-04-26 00:00:00,PV,Residential,11.44,38552.8,10504.0,,,Paid,,,
R01777,Rehoboth Beach,19971,2013-05-01 00:00:00,PV,Residential,6.36,19800.0,7270.0,,,Paid,,,
R01776,Seaford,19973,2013-05-01 00:00:00,Geothermal,Residential,,53825.0,5000.0,,,Paid,9.0,,
R01778,Rehoboth Beach,19971,2013-05-02 00:00:00,Geothermal,Residential,,31459.0,4400.0,,,Paid,6.0,,
NR00253,Rehoboth Beach,19971,2013-05-03 00:00:00,PV,Non_Profit,9.5,34200.0,19500.0,,,Paid,,,
R01779,Bear,19701,2013-05-07 00:00:00,PV,Residential,4.32,16000.0,5400.0,,,Paid,,,
R01780,Lewes,19958,2013-05-07 00:00:00,PV,Residential,5.5,21175.0,6625.0,,,Paid,,,
R01781,Wilmington,19810,2013-05-10 00:00:00,PV,Residential,8.36,22300.0,8770.0,,,Paid,,,
R01782,Ocean View,19970,2013-05-13 00:00:00,Geothermal,Residential,,8050.0,3700.0,,,Paid,5.0,,
R01785,Lewes,19958,2013-05-14 00:00:00,PV,Residential,5.5,29975.0,6625.0,,,Paid,,,
R01783,Milton,19968,2013-05-14 00:00:00,PV,Residential,8.67,36447.5,9002.5,,,Paid,,,
R01787,Seaford,19973,2013-05-20 00:00:00,PV,Residential,11.73,40055.0,10605.5,,,Paid,,,
R01786,Lewes,19958,2013-05-20 00:00:00,PV,Residential,17.28,74154.0,12548.0,,,Paid,,,
R01788,New Castle,19720,2013-05-28 00:00:00,PV,Residential,3.0,10396.0,3750.0,,,Paid,,,
R01789,Lewes,19958,2013-05-31 00:00:00,PV,Residential,5.61,30250.0,6707.5,,,Paid,,,
R01790,South Bethany Beach,19930,2013-06-03 00:00:00,Geothermal,Residential,,12000.0,2450.0,,,Paid,3.5,,
R01792,New Castle,19720,2013-06-04 00:00:00,PV,Residential,3.84,19000.0,4800.0,,,Paid,,,
R01791,Rehoboth Beach,19971,2013-06-06 00:00:00,Geothermal,Residential,,45485.0,5000.0,,,Paid,8.0,,
R01794,Felton,19943,2013-06-13 00:00:00,PV,Solar Lease,7.2,36720.0,7900.0,,,Paid,,,
R01793,Newark,19702,2013-06-13 00:00:00,PV,Solar Lease,6.72,34272.0,7540.0,,,Paid,,,
R01798,Newark,19711,2013-06-17 00:00:00,PV,Residential,35.7,120177.0,15000.0,,,Paid,,,
R01799,Ocean View,19970,2013-06-18 00:00:00,Geothermal,Residential,,21280.0,2300.0,,,Paid,3.0,,
R01801,Rehoboth Beach,19971,2013-06-20 00:00:00,PV,Solar Lease,5.98,33069.4,6985.0,,,Paid,,,
R01802,Lewes,19958,2013-06-20 00:00:00,PV,Residential,5.5,17973.0,6625.0,,,Paid,,,
R01800,Rehoboth Beach,19971,2013-06-20 00:00:00,Geothermal,Residential,,32674.0,3700.0,,,Paid,5.0,,
R01803,Newark,19711,2013-06-25 00:00:00,PV,Solar Lease,7.5,36720.0,8125.0,,,Paid,,,
R01804,Harrington,19952,2013-06-26 00:00:00,PV,Solar Lease,14.4,73440.0,11540.0,,,Paid,,,
R01806,Claymont,19703,2013-07-08 00:00:00,PV,Solar Lease,6.0,30600.0,7000.0,,,Paid,,,
R01805,Wilmington,19808,2013-07-08 00:00:00,PV,Solar Lease,5.28,26928.0,6460.0,,,Paid,,,
R01807,Dover,19904,2013-07-08 00:00:00,PV,Residential,7.5,25058.0,8125.0,,,Paid,,,
R01810,Newark,19711,2013-07-09 00:00:00,PV,Residential,7.25,26607.0,7937.5,,,Paid,,,
R01809,New Castle,19720,2013-07-09 00:00:00,PV,Residential,3.43,13965.0,4287.5,,,Paid,,,
R01808,Rehoboth Beach,19971,2013-07-09 00:00:00,PV,Residential,7.5,19500.0,8125.0,,,Paid,,,
R01812,New Castle,19720,2013-07-09 00:00:00,PV,Residential,3.5,13615.0,4375.0,,,Paid,,,
R01811,Wilmington,19803,2013-07-09 00:00:00,PV,Residential,3.5,12811.0,4375.0,,,Paid,,,
R01813,Wilmington,19803,2013-07-10 00:00:00,PV,Residential,5.0,18369.0,6250.0,,,Paid,,,
R01814,Newark,19713,2013-07-11 00:00:00,PV,Residential,5.0,17856.0,6250.0,,,Paid,,,
R01817,Delaware City,19706,2013-07-16 00:00:00,PV,Solar Lease,7.44,37944.0,8080.0,,,Paid,,,
R01819,Wilmington,19809,2013-07-16 00:00:00,PV,Solar Lease,5.04,25704.0,6280.0,,,Paid,,,
R01820,Rehoboth Beach,19971,2013-07-16 00:00:00,PV,Residential,4.0,40000.0,8500.0,,,Paid,,,
R01816,Dover,19901,2013-07-16 00:00:00,PV,Solar Lease,17.28,88128.0,12548.0,,,Paid,,,
R01815,Rehoboth Beach,19971,2013-07-16 00:00:00,PV,Residential,9.18,23868.0,9385.0,,,Paid,,,
R01818,Rehoboth Beach,19971,2013-07-17 00:00:00,PV,Solar Lease,16.32,83232.0,12212.0,,,Paid,,,
R01822,Claymont,19703,2013-07-17 00:00:00,PV,Solar Lease,6.72,34272.0,7540.0,,,Paid,,,
R01833,Ocean View,19970,2013-07-18 00:00:00,Geothermal,Residential,,26245.0,3000.0,,,Paid,4.0,,
R01834,Wilmington,19808,2013-07-18 00:00:00,PV,Solar Lease,8.64,43200.0,8980.0,,,Paid,,,
R01826,Lewes,19958,2013-07-18 00:00:00,PV,Solar Lease,7.2,36000.0,7900.0,,,Paid,,,
R01823,Wilmington,19806,2013-07-19 00:00:00,PV,Residential,3.97,22498.5,4968.75,,,Paid,,,
R01824,Lewes,19958,2013-07-22 00:00:00,PV,Solar Lease,12.24,67872.0,10847.0,,,Paid,,,
R01835,Fenwick Island,19944,2013-07-22 00:00:00,PV,Solar Lease,6.86,32516.4,7645.0,,,Paid,,,
R01832,Newark,19702,2013-07-22 00:00:00,PV,Solar Lease,6.615,36580.0,7461.25,,,Paid,,,
R01828,Townsend,19734,2013-07-23 00:00:00,PV,Residential,10.71,36994.0,10248.5,,,Paid,,,
R01827,New Castle,19720,2013-07-23 00:00:00,PV,Residential,3.43,13685.0,4287.5,,,Paid,,,
R01829,Lewes,19958,2013-07-24 00:00:00,PV,Residential,5.355,28435.0,6516.25,,,Paid,,,
R01838,Bethany Beach,19930,2013-07-24 00:00:00,Geothermal,Residential,,31905.0,3700.0,,,Paid,5.0,,
R01830,Newark,19711,2013-07-26 00:00:00,PV,Residential,6.5,23125.0,7375.0,,,Paid,,,
R01831,Georgetown,19947,2013-07-26 00:00:00,PV,Residential,15.0,48000.0,11750.0,,,Paid,,,
R01836,Rehoboth Beach,19971,2013-07-29 00:00:00,PV,Solar Lease,10.08,50421.0,10028.0,,,Paid,,,
R01837,Wilmington,19810,2013-07-30 00:00:00,PV,Residential,7.14,28917.0,7855.0,,,Paid,,,
R01841,New Castle,19720,2013-08-01 00:00:00,PV,Residential,5.2,17586.0,6400.0,,,Paid,,,
R01840,Dover,19901,2013-08-01 00:00:00,PV,Residential,5.0,17880.0,6250.0,,,Paid,,,
R01839,Millsboro,19966,2013-08-01 00:00:00,PV,Residential,8.58,24500.0,8935.0,,,Paid,,,
R01858,Millsboro,19966,2013-08-05 00:00:00,PV,Residential,14.4,43199.6,11540.0,,,Paid,,,
R01844,Hartly,19953,2013-08-05 00:00:00,PV,Residential,19.11,57950.0,13188.5,,,Paid,,,
R01842,Dagsboro,19939,2013-08-05 00:00:00,PV,Residential,28.08,111758.4,15000.0,,,Paid,,,
