application_id,city,zip,application_submission_date,facility_type,sector,pv_capacity_kw,total_system_costs,total_rebate,mounting_location,ppa_lease,payment_status,geothermal_capacity_tons,solar_water_capacity_sq_ft,wind_capacity_kw
12208,Ocean View,19970,2023-06-14 10:51:00,PV,residential,10220.0,24000.0,8000.0,rooftop,owned,Unpaid,,,
12145,Bear,19701,2023-06-14 10:54:00,PV,residential,20800.0,47500.0,8000.0,rooftop,owned,Unpaid,,,
12209,Hockessin,19707,2023-06-14 10:59:00,PV,residential,10000.0,23000.0,8000.0,rooftop,owned,Unpaid,,,
12176,Middletown,19709,2023-06-14 11:02:00,PV,residential,10800.0,24500.0,8000.0,rooftop,owned,Unpaid,,,
12603,Rehoboth Beach,19971,2023-06-14 11:11:00,Geothermal,residential,,165803.0,5000.0,,,Unpaid,12.0,,
12260,BEAR,19701,2023-06-14 13:19:00,PV,residential,15330.0,70294.0,8000.0,rooftop,owned,Unpaid,,,
12467,Townsend,19734,2023-06-14 15:45:00,PV,residential,5840.0,25402.0,4672.0,rooftop,owned,Unpaid,,,
12237,Middletown,19709,2023-06-15 09:02:00,PV,residential,12800.0,28700.0,8000.0,rooftop,owned,Unpaid,,,
12414,Ocean View,19970,2023-06-15 09:10:00,PV,residential,14000.0,32000.0,8000.0,rooftop,owned,Unpaid,,,
12295,Lewes,19958,2023-06-15 09:42:00,PV,residential,19200.0,43000.0,8000.0,rooftop,owned,Unpaid,,,
12008,Middletown,19709,2023-06-15 09:45:00,PV,residential,10000.0,23000.0,8000.0,rooftop,owned,Unpaid,,,
12167,Bear,19701,2023-06-15 09:56:00,PV,residential,8000.0,18500.0,6400.0,rooftop,owned,Unpaid,,,
12543,Middletown,19709,2023-06-15 10:23:00,PV,residential,6000.0,17100.0,4800.0,rooftop,owned,Unpaid,,,
12563,Middletown,19709,2023-06-15 12:07:00,PV,residential,8030.0,30704.0,6424.0,rooftop,owned,Unpaid,,,
12605,Lewes,19958,2023-06-15 12:14:00,PV,non_residential,325540.0,683634.0,35000.0,rooftop,owned,Unpaid,,,
12611,NEWARK,19702,2023-06-15 16:54:00,PV,residential,9855.0,45582.0,6000.0,rooftop,owned,Unpaid,,,
12613,New Castle,19720,2023-06-15 19:20:00,PV,residential,18250.0,96648.0,6000.0,rooftop,owned,Unpaid,,,
12615,Wilmington,19805,2023-06-15 23:51:00,PV,residential,5475.0,32533.0,4380.0,rooftop,owned,Unpaid,,,
12617,New Castle,19720,2023-06-16 10:06:00,PV,residential,10585.0,45157.0,3832.5,rooftop,owned,Unpaid,,,
12621,Viola,19979,2023-06-16 12:15:00,PV,residential,5980.0,35880.0,4784.0,rooftop,owned,Unpaid,,,
11112,Lewes,19958,2023-06-16 13:03:00,PV,non_residential,61320.0,125706.0,30000.0,rooftop,owned,Unpaid,,,
12610,Newark,19711,2023-06-16 13:07:00,PV,residential,11850.0,48062.0,8000.0,rooftop,owned,Unpaid,,,
12625,Newark,19702,2023-06-16 13:31:00,PV,residential,9125.0,51745.0,6000.0,rooftop,owned,Unpaid,,,
12231,Newark,19711,2023-06-16 14:10:00,PV,residential,9620.0,48581.0,7696.0,rooftop,owned,Unpaid,,,
12626,Newark,19702,2023-06-16 14:34:00,PV,residential,8395.0,49659.0,5876.5,rooftop,owned,Unpaid,,,
12627,Lewes,19958,2023-06-16 14:41:00,PV,residential,4380.0,23100.0,3504.0,rooftop,owned,Unpaid,,,
12623,Wilmington,19803,2023-06-19 09:03:00,PV,residential,8800.0,53506.0,7040.0,rooftop,owned,Unpaid,,,
12622,Middletown,19709,2023-06-19 09:05:00,PV,residential,10000.0,43500.0,8000.0,rooftop,owned,Unpaid,,,
12539,Middletown,19709,2023-06-19 09:44:00,PV,residential,10000.0,27000.0,8000.0,rooftop,owned,Unpaid,,,
11723,Townsend,19734,2023-06-19 09:54:00,PV,residential,5920.0,28712.0,4736.0,rooftop,owned,Unpaid,,,
12398,Wilmington,19809,2023-06-19 09:56:00,PV,residential,7770.0,40450.0,4440.0,rooftop,owned,Unpaid,,,
12161,Townsend,19734,2023-06-19 10:00:00,PV,residential,6660.0,30000.0,5328.0,rooftop,owned,Unpaid,,,
12303,Townsend,19734,2023-06-19 10:01:00,PV,residential,8140.0,36630.0,6512.0,rooftop,owned,Unpaid,,,
12350,Wilmington,19807,2023-06-19 10:03:00,PV,residential,16060.0,39668.0,8000.0,rooftop,owned,Unpaid,,,
12601,Wilmington,19803,2023-06-19 10:38:00,PV,residential,12800.0,37120.0,8000.0,rooftop,owned,Unpaid,,,
12631,Rehoboth Beach,19971,2023-06-19 11:24:00,PV,residential,10660.0,30914.0,8000.0,rooftop,owned,Unpaid,,,
12632,Lewes,19958,2023-06-19 12:05:00,PV,residential,5740.0,28600.0,4592.0,rooftop,owned,Unpaid,,,
12468,Frankford,19945,2023-06-19 13:59:00,PV,residential,10000.0,23000.0,8000.0,rooftop,owned,Unpaid,,,
12381,Newark,19702,2023-06-19 14:04:00,PV,residential,13870.0,32000.0,8000.0,rooftop,owned,Unpaid,,,
12345,Millville,19967,2023-06-20 09:06:00,PV,residential,10400.0,24000.0,8000.0,rooftop,owned,Unpaid,,,
12217,Frederica,19946,2023-06-20 09:09:00,PV,residential,12000.0,27600.0,8000.0,rooftop,owned,Unpaid,,,
12450,Middletown,19709,2023-06-20 09:12:00,PV,residential,9600.0,22000.0,7680.0,rooftop,owned,Unpaid,,,
12607,Newark,19702,2023-06-20 09:14:00,PV,residential,11400.0,53718.0,5472.0,rooftop,owned,Unpaid,,,
12344,Middletown,19709,2023-06-20 09:22:00,PV,residential,12000.0,26800.0,8000.0,rooftop,owned,Unpaid,,,
12521,Middletown,19709,2023-06-20 09:54:00,PV,residential,9600.0,22000.0,7680.0,rooftop,owned,Unpaid,,,
11459,Middletown,19709,2023-06-20 10:37:00,PV,residential,8800.0,19700.0,7040.0,rooftop,owned,Unpaid,,,
12326,Newark,19711,2023-06-20 10:40:00,PV,residential,18800.0,51000.0,8000.0,rooftop,owned,Unpaid,,,
12354,Middletown,19709,2023-06-20 11:03:00,PV,residential,8800.0,20250.0,7040.0,rooftop,owned,Unpaid,,,
12643,Ocean View,19970,2023-06-20 15:10:00,PV,residential,9490.0,47300.0,7592.0,rooftop,owned,Unpaid,,,
12574,Bridgeville,19933,2023-06-21 08:16:00,PV,residential,4700.0,28200.0,3040.0,rooftop,owned,Unpaid,,,
12538,Georgetown,19947,2023-06-21 09:48:00,PV,residential,25500.0,59160.0,8000.0,rooftop,owned,Unpaid,,,
12645,Bear,19701,2023-06-21 11:54:00,PV,residential,8760.0,41655.0,7008.0,rooftop,owned,Unpaid,,,
12566,Rehoboth Beach,19971,2023-06-21 14:34:00,PV,non_residential,42640.0,135892.0,28208.0,rooftop,owned,Unpaid,,,
12634,Lewes,19958,2023-06-21 14:54:00,PV,non_residential,14760.0,34686.0,11808.0,rooftop,owned,Unpaid,,,
12640,New Castle,19720,2023-06-22 09:19:00,PV,residential,12300.0,55521.0,6888.0,rooftop,owned,Unpaid,,,
12654,Bear,19701,2023-06-22 11:19:00,PV,residential,9600.0,51500.0,7680.0,rooftop,owned,Unpaid,,,
12657,Bear,19701,2023-06-22 11:54:00,PV,residential,7600.0,40660.0,6080.0,rooftop,owned,Unpaid,,,
12658,New Castle,19720,2023-06-22 12:22:00,PV,residential,7600.0,45425.0,3840.0,rooftop,owned,Unpaid,,,
12628,Newark,19702,2023-06-22 13:34:00,PV,residential,17040.0,59739.0,7668.0,rooftop,owned,Unpaid,,,
12661,New Castle,19720,2023-06-22 14:27:00,PV,residential,6400.0,35840.0,4480.0,rooftop,owned,Unpaid,,,
12486,Wilmington,19805,2023-06-22 14:44:00,PV,residential,6745.0,29890.0,3408.0,rooftop,owned,Unpaid,,,
12664,New Castle,19720,2023-06-23 08:53:00,PV,residential,17750.0,52222.0,8000.0,rooftop,owned,Unpaid,,,
12271,Wilmington,19808,2023-06-23 11:46:00,PV,residential,10585.0,46226.0,3504.0,rooftop,owned,Unpaid,,,
12648,Newark,19702,2023-06-23 12:00:00,PV,residential,10000.0,55000.0,4800.0,rooftop,owned,Unpaid,,,
12668,Middletown,19709,2023-06-23 15:04:00,PV,residential,7300.0,14940.0,5840.0,rooftop,owned,Unpaid,,,
12585,Middletown,19709,2023-06-23 16:02:00,PV,residential,5325.0,23740.0,4260.0,rooftop,owned,Unpaid,,,
11568,Middletown,19709,2023-06-26 08:17:00,PV,residential,10800.0,24500.0,8000.0,rooftop,owned,Unpaid,,,
12353,Newark,19702,2023-06-26 08:17:00,PV,residential,13140.0,30000.0,8000.0,rooftop,owned,Unpaid,,,
12685,Townsend,19734,2023-06-26 08:36:00,PV,residential,7544.0,45036.0,6035.2,ground,owned,Unpaid,,,
12562,Newark,19702,2023-06-26 09:52:00,PV,residential,5325.0,22234.0,4260.0,rooftop,owned,Unpaid,,,
12678,Middletown,19709,2023-06-26 10:08:00,PV,residential,12070.0,33180.0,8000.0,rooftop,owned,Unpaid,,,
12687,Newark,19711,2023-06-26 10:54:00,PV,residential,5200.0,30160.0,4160.0,rooftop,owned,Unpaid,,,
12229,Townsend,19734,2023-06-26 11:07:00,PV,residential,9600.0,48960.0,7680.0,rooftop,owned,Unpaid,,,
12382,Townsend,19734,2023-06-26 11:10:00,PV,residential,3600.0,19800.0,2880.0,rooftop,owned,Unpaid,,,
12087,Townsend,19734,2023-06-26 11:15:00,PV,residential,5180.0,23310.0,4144.0,rooftop,owned,Unpaid,,,
12670,"Milton,",19968,2023-06-26 11:16:00,PV,residential,7220.0,35839.0,5776.0,rooftop,owned,Unpaid,,,
12596,Wilmington,19802,2023-06-26 11:35:00,PV,residential,4180.0,25080.0,3344.0,rooftop,owned,Unpaid,,,
12692,Wilmington,19803,2023-06-26 13:46:00,PV,residential,6800.0,35000.0,5440.0,rooftop,owned,Unpaid,,,
12696,Wilmington,19810,2023-06-26 14:39:00,PV,residential,13870.0,49827.0,6000.0,rooftop,owned,Unpaid,,,
12564,TOWNSEND,19734,2023-06-26 15:25:00,PV,residential,7200.0,29630.0,5760.0,rooftop,owned,Unpaid,,,
12697,Selbyville,19975,2023-06-26 15:38:00,PV,residential,1620.0,5265.0,1296.0,rooftop,owned,Unpaid,,,
12686,Middletown,19709,2023-06-26 16:30:00,PV,residential,7544.0,45036.0,6035.2,rooftop,owned,Unpaid,,,
12693,Rehoboth Beach,19971,2023-06-27 09:24:00,PV,residential,5940.0,16892.0,4752.0,rooftop,owned,Unpaid,,,
12492,Wilmington,19808,2023-06-27 14:19:00,PV,residential,12410.0,60940.0,8000.0,rooftop,owned,Unpaid,,,
12602,Wilmington,19810,2023-06-27 15:10:00,PV,residential,8510.0,37048.0,6808.0,rooftop,owned,Unpaid,,,
12453,Middletown,19709,2023-06-27 15:43:00,PV,residential,10000.0,23000.0,8000.0,rooftop,owned,Unpaid,,,
12399,New Castle,19720,2023-06-28 08:48:00,PV,residential,11600.0,26500.0,8000.0,rooftop,owned,Unpaid,,,
11393,NEWARK,19713,2023-06-28 09:27:00,PV,residential,11455.0,57929.0,8000.0,rooftop,owned,Unpaid,,,
12327,Middletown,19709,2023-06-28 09:43:00,PV,residential,8800.0,20000.0,7040.0,rooftop,owned,Unpaid,,,
12384,Hockessin,19707,2023-06-28 09:45:00,PV,residential,10000.0,22750.0,8000.0,rooftop,owned,Unpaid,,,
12455,Lewes,19958,2023-06-28 09:48:00,PV,residential,11600.0,31500.0,8000.0,rooftop,owned,Unpaid,,,
12479,Middletown,19709,2023-06-28 09:51:00,PV,residential,12800.0,29100.0,8000.0,rooftop,owned,Unpaid,,,
12461,Dagsboro,19939,2023-06-28 09:53:00,PV,residential,20800.0,48000.0,8000.0,rooftop,owned,Unpaid,,,
12268,Newark,19702,2023-06-28 09:59:00,PV,residential,10000.0,23000.0,8000.0,rooftop,owned,Unpaid,,,
12311,Newark,19702,2023-06-28 10:02:00,PV,residential,10000.0,23000.0,8000.0,rooftop,owned,Unpaid,,,
12288,Ocean View,19970,2023-06-28 10:08:00,PV,residential,8000.0,19000.0,6400.0,rooftop,owned,Unpaid,,,
12310,Rehoboth Beach,19971,2023-06-28 10:10:00,PV,residential,21200.0,48500.0,8000.0,rooftop,owned,Unpaid,,,
12287,Middletown,19709,2023-06-28 10:36:00,PV,residential,12000.0,26900.0,8000.0,rooftop,owned,Unpaid,,,
12703,Kenton,19955,2023-06-28 11:17:00,PV,residential,17040.0,59113.0,8000.0,ground,owned,Unpaid,,,
12689,Millsboro,19966,2023-06-28 17:29:00,PV,residential,4740.0,26172.0,3792.0,rooftop,owned,Unpaid,,,
12708,Newark,19702,2023-06-28 20:46:00,PV,residential,22680.0,84100.0,6000.0,rooftop,owned,Unpaid,,,
12665,Newark,19711,2023-06-29 10:07:00,PV,residential,11360.0,49908.0,5396.0,rooftop,owned,Unpaid,,,
12673,Newark,19702,2023-06-29 10:15:00,PV,residential,12070.0,35000.0,8000.0,rooftop,owned,Unpaid,,,
12635,Bridgeville,19933,2023-06-29 12:53:00,PV,residential,7505.0,52205.0,6004.0,rooftop,owned,Unpaid,,,
12681,Bear,19701,2023-06-29 12:59:00,PV,residential,11315.0,48919.0,8000.0,rooftop,owned,Unpaid,,,
12704,Newark,19702,2023-06-29 13:11:00,PV,residential,11455.0,55934.0,8000.0,rooftop,owned,Unpaid,,,
12706,Middletown,19709,2023-06-29 13:35:00,PV,residential,20350.0,84744.0,8000.0,rooftop,owned,Unpaid,,,
12677,Newark,19711,2023-06-29 13:47:00,PV,residential,9855.0,39036.0,7884.0,rooftop,owned,Unpaid,,,
12671,Wilmington,19805,2023-06-29 14:41:00,PV,residential,2400.0,14400.0,1920.0,rooftop,owned,Unpaid,,,
12359,New Castle,19720,2023-06-29 14:54:00,PV,residential,6000.0,25000.0,17500.0,rooftop,owned,Unpaid,,,
12644,Wilmington,19803,2023-06-29 15:09:00,PV,residential,17200.0,62940.0,8000.0,rooftop,owned,Unpaid,,,
12501,Wilmington,19810,2023-06-29 15:19:00,PV,residential,14800.0,42250.0,8000.0,rooftop,owned,Unpaid,,,
12713,townsend,19734,2023-06-29 15:45:00,PV,residential,11200.0,34750.0,8000.0,rooftop,owned,Unpaid,,,
12707,Middletown,19709,2023-06-29 16:49:00,PV,residential,3036.0,18216.0,2428.8,rooftop,owned,Unpaid,,,
12721,Middletown,19709,2023-06-29 18:15:00,PV,residential,24820.0,97920.0,8000.0,rooftop,owned,Unpaid,,,
12702,Newark,19711,2023-06-30 08:13:00,PV,residential,10220.0,44899.0,8000.0,rooftop,owned,Unpaid,,,
12700,Ocean View,19970,2023-06-30 09:17:00,PV,residential,8030.0,23287.0,6424.0,rooftop,owned,Unpaid,,,
12720,Newark,19713,2023-06-30 09:54:00,PV,residential,13825.0,34898.0,7268.0,rooftop,owned,Unpaid,,,
12717,Wilmington,19804,2023-06-30 11:39:00,PV,residential,7600.0,37578.0,6080.0,rooftop,owned,Unpaid,,,
12446,Rehoboth Beach,19971,2023-06-30 12:32:00,PV,residential,10950.0,30332.0,8000.0,rooftop,owned,Unpaid,,,
12710,Middletown,19709,2023-06-30 13:40:00,PV,residential,10000.0,27000.0,8000.0,rooftop,owned,Unpaid,,,
12565,Wilmington,19803,2023-06-30 15:10:00,PV,residential,6885.0,20930.0,5508.0,rooftop,owned,Unpaid,,,
12709,Newark,19711,2023-06-30 15:30:00,PV,residential,10530.0,26017.0,8000.0,rooftop,owned,Unpaid,,,
12733,Newark,19711,2023-06-30 15:57:00,PV,residential,13770.0,49572.0,8000.0,rooftop,owned,Unpaid,,,
12735,Camden,19934,2023-06-30 16:00:00,PV,residential,32300.0,32177.0,8000.0,rooftop,owned,Unpaid,,,
12507,Bear,19701,2023-07-03 08:17:00,PV,residential,8100.0,36721.0,6480.0,rooftop,owned,Unpaid,,,
12442,Middletown,19709,2023-07-03 09:16:00,PV,residential,8400.0,19200.0,6720.0,rooftop,owned,Unpaid,,,
12719,Newark,19711,2023-07-03 09:16:00,PV,residential,5530.0,22635.0,3476.0,rooftop,owned,Unpaid,,,
12723,Newark,19713,2023-07-03 09:26:00,PV,residential,14800.0,57350.0,8000.0,rooftop,owned,Unpaid,,,
12726,Wilmington,19803,2023-07-03 09:32:00,PV,residential,8690.0,50513.0,6952.0,rooftop,owned,Unpaid,,,
12727,Wilmington,19805,2023-07-03 09:36:00,PV,residential,8295.0,37267.0,6636.0,rooftop,owned,Unpaid,,,
12675,New Castle,19720,2023-07-03 09:51:00,PV,residential,6205.0,30181.0,4964.0,rooftop,owned,Unpaid,,,
12725,New Castle,19720,2023-07-03 10:00:00,PV,residential,10220.0,44559.0,8000.0,rooftop,owned,Unpaid,,,
12722,Wilmington,19804,2023-07-03 10:09:00,PV,residential,7900.0,40728.0,6320.0,rooftop,owned,Unpaid,,,
12738,Middletown,19709,2023-07-03 10:14:00,PV,residential,6320.0,23941.0,5056.0,rooftop,owned,Unpaid,,,
12736,Middletown,19709,2023-07-03 10:20:00,PV,residential,7110.0,36065.0,5688.0,rooftop,owned,Unpaid,,,
12749,NEW CASTLE,19720,2023-07-03 11:06:00,PV,residential,8295.0,49454.0,5806.5,rooftop,owned,Unpaid,,,
12750,Lewes,19958,2023-07-03 11:28:00,PV,residential,14175.0,46498.0,8000.0,rooftop,owned,Unpaid,,,
12649,Middletown,19709,2023-07-03 12:22:00,PV,residential,10800.0,28500.0,8000.0,rooftop,owned,Unpaid,,,
12580,Middletown,19709,2023-07-03 12:33:00,PV,residential,12000.0,26900.0,8000.0,rooftop,owned,Unpaid,,,
12365,Middletown,19709,2023-07-03 12:42:00,PV,residential,10800.0,24500.0,8000.0,rooftop,owned,Unpaid,,,
12544,Newark,19702,2023-07-03 12:44:00,PV,residential,10000.0,23000.0,8000.0,rooftop,owned,Unpaid,,,
12546,Middletown,19709,2023-07-03 13:01:00,PV,residential,10585.0,23800.0,8000.0,rooftop,owned,Unpaid,,,
11514,Lewes,19958,2023-07-03 13:03:00,PV,residential,10220.0,37522.0,8000.0,rooftop,owned,Unpaid,,,
12542,Newark,19702,2023-07-03 13:13:00,PV,residential,11315.0,25750.0,8000.0,rooftop,owned,Unpaid,,,
12652,Middletown,19709,2023-07-03 13:30:00,PV,residential,10000.0,26500.0,8000.0,rooftop,owned,Unpaid,,,
12520,Newark,19702,2023-07-03 13:34:00,PV,residential,10220.0,23250.0,8000.0,rooftop,owned,Unpaid,,,
12352,Dagsboro,19939,2023-07-03 13:36:00,PV,residential,10400.0,24000.0,8000.0,rooftop,owned,Unpaid,,,
12650,Middletown,19709,2023-07-03 13:37:00,PV,residential,10800.0,28500.0,8000.0,rooftop,owned,Unpaid,,,
12541,Middletown,19709,2023-07-03 13:45:00,PV,residential,12800.0,28700.0,8000.0,rooftop,owned,Unpaid,,,
12746,Wilmington,19805,2023-07-03 16:31:00,PV,residential,4345.0,24794.0,3476.0,rooftop,owned,Unpaid,,,
12763,Rehoboth Beach,19971,2023-07-03 18:47:00,PV,residential,8200.0,24071.0,5000.0,rooftop,owned,Unpaid,,,
12639,Middletown,19709,2023-07-05 07:20:00,PV,residential,6935.0,33976.0,5548.0,rooftop,owned,Unpaid,,,
12764,Ocean View,19970,2023-07-05 08:31:00,PV,residential,7665.0,38200.0,6132.0,rooftop,owned,Unpaid,,,
12688,Middletown,19709,2023-07-05 09:10:00,PV,residential,8832.0,52992.0,7065.6,ground,owned,Unpaid,,,
12756,Newark,19702,2023-07-05 09:27:00,PV,residential,11060.0,56976.0,8000.0,rooftop,owned,Unpaid,,,
12724,Claymont,19703,2023-07-05 09:36:00,PV,residential,14220.0,65535.0,8000.0,rooftop,owned,Unpaid,,,
12714,Middletown,19709,2023-07-05 09:41:00,PV,residential,10800.0,24500.0,8000.0,rooftop,owned,Unpaid,,,
12758,Wilmington,19809,2023-07-05 09:52:00,PV,residential,13035.0,68009.0,5372.0,rooftop,owned,Unpaid,,,
12751,Felton,19943,2023-07-05 09:57:00,PV,residential,12800.0,45569.0,8000.0,rooftop,owned,Unpaid,,,
12760,Wilmington,19810,2023-07-05 10:02:00,PV,residential,11060.0,55292.0,2528.0,rooftop,owned,Unpaid,,,
12598,Middletown,19709,2023-07-05 10:03:00,PV,residential,12000.0,26900.0,8000.0,rooftop,owned,Unpaid,,,
12366,Townsend,19734,2023-07-05 10:12:00,PV,residential,12000.0,27500.0,8000.0,rooftop,owned,Unpaid,,,
12423,Middletown,19709,2023-07-05 10:18:00,PV,residential,12800.0,28700.0,8000.0,rooftop,owned,Unpaid,,,
12424,Bear,19701,2023-07-05 10:25:00,PV,residential,18400.0,42000.0,8000.0,rooftop,owned,Unpaid,,,
12266,Bear,19701,2023-07-05 10:27:00,PV,residential,13600.0,38000.0,8000.0,rooftop,owned,Unpaid,,,
12211,Bear,19701,2023-07-05 10:38:00,PV,residential,20075.0,44250.0,8000.0,rooftop,owned,Unpaid,,,
12629,Middletown,19709,2023-07-05 10:41:00,PV,residential,12000.0,27700.0,8000.0,rooftop,owned,Unpaid,,,
12173,Bear,19701,2023-07-05 10:45:00,PV,residential,13490.0,51500.0,7384.0,rooftop,owned,Unpaid,,,
12569,Middletown,19709,2023-07-05 10:49:00,PV,residential,16000.0,35000.0,8000.0,rooftop,owned,Unpaid,,,
12515,Bear,19701,2023-07-05 10:53:00,PV,residential,11680.0,25500.0,8000.0,rooftop,owned,Unpaid,,,
12676,Middletown,19709,2023-07-05 10:57:00,PV,residential,12800.0,28700.0,8000.0,rooftop,owned,Unpaid,,,
12667,Middletown,19709,2023-07-05 11:07:00,PV,residential,8520.0,40123.0,6816.0,rooftop,owned,Unpaid,,,
12680,Newark,19711,2023-07-05 11:13:00,PV,residential,7600.0,21000.0,6080.0,rooftop,owned,Unpaid,,,
12052,Middletown,19709,2023-07-05 11:21:00,PV,residential,5920.0,30000.0,4736.0,rooftop,owned,Unpaid,,,
12407,Middletown,19709,2023-07-05 11:28:00,PV,residential,12000.0,26900.0,8000.0,rooftop,owned,Unpaid,,,
12534,Wilmington,19809,2023-07-05 11:29:00,PV,residential,6390.0,28541.0,5112.0,rooftop,owned,Unpaid,,,
12597,Middletown,19709,2023-07-05 11:40:00,PV,residential,9600.0,22000.0,7680.0,rooftop,owned,Unpaid,,,
12766,Wilmington,19804,2023-07-05 11:50:00,PV,residential,9480.0,55325.0,6952.0,rooftop,owned,Unpaid,,,
12592,Selbyville,19975,2023-07-05 12:12:00,PV,residential,20500.0,48175.0,8000.0,rooftop,owned,Unpaid,,,
12624,Rehoboth Beach,19971,2023-07-05 12:35:00,PV,residential,8800.0,24750.0,7040.0,rooftop,owned,Unpaid,,,
12755,Wilmington,19802,2023-07-05 12:46:00,PV,residential,5925.0,26172.0,4740.0,rooftop,owned,Unpaid,,,
12445,Millsboro,19966,2023-07-05 12:50:00,PV,residential,4800.0,27911.0,3840.0,rooftop,owned,Unpaid,,,
12228,Bear,19701,2023-07-05 12:51:00,PV,residential,4440.0,24420.0,3552.0,rooftop,owned,Unpaid,,,
11909,Middletown,19709,2023-07-05 12:56:00,PV,residential,6660.0,29970.0,5328.0,rooftop,owned,Unpaid,,,
12402,Middletown,19709,2023-07-05 13:27:00,PV,residential,8000.0,37000.0,6400.0,rooftop,owned,Unpaid,,,
12279,Townsend,19734,2023-07-05 13:34:00,PV,residential,9600.0,47982.0,7680.0,rooftop,owned,Unpaid,,,
12769,Rehoboth Beach,19971,2023-07-05 13:40:00,PV,residential,18040.0,42040.0,8000.0,rooftop,owned,Unpaid,,,
12304,Middletown,19709,2023-07-05 13:46:00,PV,residential,8140.0,39479.0,6512.0,rooftop,owned,Unpaid,,,
12245,Middletown,19709,2023-07-05 13:50:00,PV,residential,6000.0,33000.0,4800.0,rooftop,owned,Unpaid,,,
12334,Bethany Beach,19930,2023-07-05 14:14:00,PV,residential,12775.0,29000.0,8000.0,rooftop,owned,Unpaid,,,
12600,Bear,19701-2022,2023-07-05 15:06:00,PV,residential,10950.0,34980.0,8000.0,rooftop,owned,Unpaid,,,
12781,Fenwick Island,19944,2023-07-05 15:45:00,PV,residential,7380.0,26125.0,5904.0,rooftop,owned,Unpaid,,,
12729,Middletown,19709,2023-07-05 16:47:00,PV,residential,13825.0,66954.0,8000.0,rooftop,owned,Unpaid,,,
12780,Newark,19702,2023-07-05 17:07:00,PV,residential,9875.0,29160.0,7900.0,rooftop,owned,Unpaid,,,
12785,Newark,19702,2023-07-05 17:25:00,PV,residential,10375.0,33484.0,8000.0,rooftop,owned,Unpaid,,,
12740,New Castle,19720,2023-07-05 21:07:00,PV,residential,4968.0,29808.0,3974.4,rooftop,owned,Unpaid,,,
12712,Rehoboth Beach,19971,2023-07-06 08:32:00,PV,residential,15200.0,34600.0,8000.0,rooftop,owned,Unpaid,,,
12434,Newark,19713,2023-07-06 09:08:00,PV,residential,6400.0,19124.0,5120.0,rooftop,owned,Unpaid,,,
12778,Newark,19713,2023-07-06 09:10:00,PV,residential,21725.0,86573.0,0.0,rooftop,owned,Unpaid,,,
12493,Middletown,19709,2023-07-06 09:28:00,PV,residential,10800.0,24500.0,8000.0,rooftop,owned,Unpaid,,,
12757,Dover,19901,2023-07-06 10:57:00,PV,residential,8030.0,34927.0,4964.0,rooftop,owned,Unpaid,,,
12748,NEW CASTLE,19720,2023-07-06 11:19:00,PV,residential,4345.0,20151.0,3476.0,rooftop,owned,Unpaid,,,
12792,Wilmington,19808,2023-07-06 11:21:00,PV,residential,11060.0,59333.0,8000.0,rooftop,owned,Unpaid,,,
12734,Camden Wyoming,19934,2023-07-06 11:25:00,PV,residential,12245.0,63862.0,7268.0,rooftop,owned,Unpaid,,,
12752,Lewes,19958,2023-07-06 11:26:00,PV,residential,9875.0,24194.0,7900.0,rooftop,owned,Unpaid,,,
12790,Wilmington,19810,2023-07-06 11:30:00,PV,residential,15010.0,66756.0,8000.0,rooftop,owned,Unpaid,,,
12783,Claymont,19703,2023-07-06 11:33:00,PV,residential,13825.0,61435.0,8000.0,rooftop,owned,Unpaid,,,
12742,Lincoln,19960,2023-07-06 11:47:00,PV,residential,13430.0,63001.0,8000.0,rooftop,owned,Unpaid,,,
12743,Camden Wyoming,19934,2023-07-06 11:50:00,PV,residential,9875.0,30613.0,7900.0,rooftop,owned,Unpaid,,,
12745,Felton,19943,2023-07-06 11:57:00,PV,residential,9480.0,35645.0,7584.0,rooftop,owned,Unpaid,,,
12753,MIDDLETOWN,19709,2023-07-06 12:08:00,PV,residential,5925.0,26047.0,4740.0,rooftop,owned,Unpaid,,,
12711,Rehoboth Beach,19971,2023-07-06 12:21:00,PV,residential,18400.0,51500.0,7360.0,rooftop,owned,Unpaid,,,
12798,Harrington,19952,2023-07-06 12:37:00,PV,residential,7900.0,40067.0,6320.0,rooftop,owned,Unpaid,,,
12768,Hockessin,19707,2023-07-06 12:44:00,PV,residential,11455.0,67065.0,8000.0,rooftop,owned,Unpaid,,,
12799,Hockessin,19707,2023-07-06 12:48:00,PV,residential,7600.0,39420.0,6080.0,rooftop,owned,Unpaid,,,
12775,Hockessin,19707,2023-07-06 12:53:00,PV,residential,13940.0,37879.0,8000.0,rooftop,owned,Unpaid,,,
12638,Middletown,19709,2023-07-06 13:28:00,PV,residential,12775.0,30000.0,8000.0,rooftop,owned,Unpaid,,,
12802,New Castle,19720,2023-07-06 15:19:00,PV,residential,11340.0,51123.0,5184.0,rooftop,owned,Unpaid,,,
12805,New Castle,19720,2023-07-06 15:32:00,PV,residential,8400.0,44940.0,6720.0,rooftop,owned,Unpaid,,,
12779,Wilmington,19807,2023-07-06 16:30:00,PV,residential,7600.0,45600.0,6080.0,ground,owned,Unpaid,,,
12808,Newark,19702,2023-07-06 16:43:00,PV,residential,5530.0,22117.0,4424.0,rooftop,owned,Unpaid,,,
