,year,category,economic_sectors,source,type,fuel_type,gas,value_mmtco2e
3834,2043,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
3835,2043,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.8610932237357091
3836,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,0.1364507188378531
3837,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.011380905556676838
3838,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.122267230632517
3839,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.000658291667859594
3840,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00002757664058366077
3841,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0005985561833490868
3842,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.00003681720737469766
3843,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00001156738279515972
3844,2044,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0005021444491183613
3845,2044,Projection,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496908842
3846,2044,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.3267690430671304
3847,2044,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.003087652655847228
3848,2044,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002201765736132671
3849,2044,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.473760639830968
3850,2044,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.07327756522470073
3851,2044,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06029715207027312
3852,2044,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007796483475523157
3853,2044,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625925687
3854,2044,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538046196
3855,2044,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.09005126970682786
3856,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
3857,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.5910688628321212
3858,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,2.1034483715446
3859,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
3860,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005618903393382133
3861,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0011088692719167018
3862,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
3863,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
3864,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0023569225643381435
3865,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0009302594563059577
3866,2044,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
3867,2044,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.014217737039397549
3868,2044,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.029639386152820135
3869,2044,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.25628904866866326
3870,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
3871,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.18497255560751885
3872,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6762000880915738
3873,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
3874,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0005126367342012766
3875,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00036064827775492706
3876,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.00013074422181959998
3877,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
3878,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0007167739572165502
3879,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0015127863999787204
3880,2044,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0008226356238649329
3881,2044,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.3796410657819891
3882,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
3883,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.29437225579958776
3884,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.0102504647030284
3885,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
3886,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007705537039976382
3887,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0005388125447078036
3888,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000046562539827518935
3889,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
3890,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0010773961185649304
3891,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0022601197345125984
3892,2044,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.0002929690005926108
3893,2044,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.3500509322817864
3894,2044,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.03613821733096839
3895,2044,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.20170573302269598
3896,2044,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.049213300848148935
3897,2044,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.33709066708544205
3898,2044,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00011391989234760627
3899,2044,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.0002873761452666249
3900,2044,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010843457128849994
3901,2044,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.03788980487440474
3902,2044,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.10151921310170864
3903,2044,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.11418797259436153
3904,2044,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.2140693307457574
3905,2044,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
3906,2044,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.8610932237357091
3907,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,0.13537113220769192
3908,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.011791940076781861
3909,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.1312563327952216
3910,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.0006530833194579105
3911,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000028572602739041617
3912,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0006033504805854153
3913,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.00003652591272135965
3914,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000011985152155638264
3915,2045,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0005061665105582342
3916,2045,Projection,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496908842
3917,2045,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.3533951039835257
3918,2045,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.003122985783536982
3919,2045,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002226961338931573
3920,2045,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.48462295918535
3921,2045,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.07384606456804992
3922,2045,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06029715207027312
3923,2045,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007796483475523157
3924,2045,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625925687
3925,2045,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538046196
3926,2045,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0886910856993035
3927,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
3928,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.639798083046745
3929,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,2.1306977890639085
3930,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
3931,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005724827412308533
3932,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0011232342747252095
3933,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
3934,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
3935,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002401353780330761
3936,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0009423106331587328
3937,2045,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
3938,2045,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.01436546323073723
3939,2045,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0290794490220887
3940,2045,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.25823678463006045
3941,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
3942,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.1821761024309725
3943,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6779893342553329
3944,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
3945,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0005060334538363562
3946,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00036160256415447545
3947,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000101107786908191
3948,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
3949,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0007075411826570977
3950,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0015167892791714574
3951,2045,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0006361647666203292
3952,2045,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.38853963244906353
3953,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
3954,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2957062483725405
3955,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.0168632910260724
3956,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
3957,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007744944856496406
3958,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0005423394659053874
3959,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00004296399316188783
3960,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
3961,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0010829061600246654
3962,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002274913867052799
3963,2045,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000270327138183019
3964,2045,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.3527518282815647
3965,2045,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.03615899682380318
3966,2045,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.20282717144037618
3967,2045,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.04943197832514099
3968,2045,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3365700352968529
3969,2045,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00011440363273368306
3970,2045,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00028922920152786667
3971,2045,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010910769555784773
3972,2045,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.03821961890205816
3973,2045,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.1024102895309944
3974,2045,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.1151742831468201
3975,2045,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.2136780906100342
3976,2045,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
3977,2045,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.8610932237357091
3978,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,0.1352751161375576
3979,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.011490377062031445
3980,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.1288389509045211
3981,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.000652620100359555
3982,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00002784189683609888
3983,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0006020611808191026
3984,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.000036500005612950506
3985,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000011678648001719333
3986,2046,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0005050848832375022
3987,2046,Projection,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496908842
3988,2046,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.393160940192942
3989,2046,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.003175755563223469
3990,2046,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.0022645907959227755
3991,2046,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.501121691087408
3992,2046,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.07481035946235057
3993,2046,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06029715207027312
3994,2046,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007796483475523157
3995,2046,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625925687
3996,2046,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538046196
3997,2046,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0873309016917787
3998,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
3999,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.6803485730335384
4000,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,2.1606039715282193
4001,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
4002,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005812827515683725
4003,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0011389998372289649
4004,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
4005,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
4006,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002438266575370691
4007,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0009555367761987959
4008,2046,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
4009,2046,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.014513189422076855
4010,2046,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.028519511891357263
4011,2046,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.2601845205914576
4012,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
4013,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.17940854844153983
4014,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.679560770766595
4015,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
4016,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0004995187963773868
4017,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0003624406827548256
4018,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.00007147135199677378
4019,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
4020,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0006984323215567489
4021,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0015203048773272884
4022,2046,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.00044969390937567397
4023,2046,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.39743819911614153
4024,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
4025,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2971791435858387
4026,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.0233313549607732
4027,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
4028,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007787782291626162
4029,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0005457891787337933
4030,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00003936544649625775
4031,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
4032,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0010888957342877748
4033,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0022893841389840315
4034,2046,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.0002476852757734338
4035,2046,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.3554527242813439
4036,2046,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.03617977631663797
4037,2046,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.20394860985805616
4038,2046,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.04965065580213303
4039,2046,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.33604940350826384
4040,2046,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00011488737311976006
4041,2046,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00029108225778910844
4042,2046,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.010978081982719524
4043,2046,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.03854943292971158
4044,2046,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.10330136596027994
4045,2046,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.11616059369927911
4046,2046,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.21330219121945865
4047,2046,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
4048,2046,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.8610932237357091
4049,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,0.13587878152899613
4050,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.01141395355829332
4051,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.1575057794761139
4052,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.0006555324184531765
4053,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000027656717942887362
4054,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0006173505049926902
4055,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.00003666288693809712
4056,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0000116009722914796
4057,2047,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0005179114974770891
4058,2047,Projection,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.008562123496908842
4059,2047,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.4018008443578585
4060,2047,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.003187220827952066
4061,2047,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002272766529999376
4062,2047,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.518697200753937
4063,2047,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.07566733952796759
4064,2047,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06029715207027312
4065,2047,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007796483475523157
4066,2047,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005724455625925687
4067,2047,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027830749538046196
4068,2047,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0859707176842539
4069,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
4070,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.735983313451732
4071,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,2.1854991586832715
4072,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
4073,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005933768980453268
4074,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0011521237666908422
4075,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
4076,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
4077,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0024889970555592575
4078,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0009665467841366126
4079,2047,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
4080,2047,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.014660915613416536
4081,2047,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.027959574760625827
4082,2047,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.2621322565528544
4083,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
4084,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.17682180367755004
4085,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6814034671518253
4086,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
4087,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0004934834330256998
4088,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00036342347658976
4089,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.00004183491708536479
4090,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
4091,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0006899936144095356
4092,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00152442733468859
4093,2047,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.00026322305213107044
4094,2047,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.406336765783216
4095,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
4096,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.29863468219136396
4097,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.0299120118641858
4098,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
4099,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007830260294426588
4100,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0005492989425160043
4101,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00003576689983062664
4102,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
4103,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001094835052352711
4104,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0023041063025000174
4105,2047,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00022504341336384215
4106,2047,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.3581536202811222
4107,2047,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.036200555809472776
4108,2047,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.20507004827573636
4109,2047,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.049869333279125086
4110,2047,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3355287717196748
