,year,category,economic_sectors,source,type,fuel_type,gas,value_mmtco2e
931,2003,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0010172295
932,2003,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00028998749999999997
933,2003,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.042792886654887376
934,2003,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,5.072063533484024
935,2003,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.019861579203401085
936,2003,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002292997040060809
937,2003,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.836712183593766
938,2003,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.005
939,2003,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.1956142282413114
940,2003,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00014017518587923397
941,2003,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.015209599120127846
942,2003,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00009308256379384444
943,2003,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.1733777875858328
944,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.23948451767560097
945,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.772121023388429
946,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.8147672102860817
947,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.001182255858721476
948,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.006170661779708253
949,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0004221849785162253
950,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000057721999999999994
951,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0006429668669999997
952,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0030808855
953,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00037394375000000005
954,2003,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00003490025
955,2003,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.1865091834056084
956,2003,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.039202511809141354
957,2003,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.21664458446433876
958,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
959,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.7120372717296336
960,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5922250374366334
961,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
962,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0018966419999999994
963,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00031172670000000004
964,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0011709320000000002
965,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
966,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0021456527399999997
967,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0011145067499999997
968,2003,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.005946376379999999
969,2003,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.00697724696804495
970,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
971,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.3293292609355593
972,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.4641119151342668
973,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
974,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0008559719999999999
975,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002442924
976,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00020615
977,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
978,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00096835284
979,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000873411
980,2003,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00104689725
981,2003,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.04582704355439867
982,2003,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.049105863926103
983,2003,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.16334315112949363
984,2003,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.04161222824588737
985,2003,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.33466120157607804
986,2003,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00010567871842341891
987,2003,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00014836898047130027
988,2003,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.0002277411472980737
989,2003,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.023506524175524002
990,2003,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.054767567468249984
991,2003,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.061069994776292026
992,2003,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.21221796212974114
993,2003,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
994,2003,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-1.025678526752796
995,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,4.688604653685869
996,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.48381707430759996
997,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.7150376581956667
998,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.022567689000000002
999,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0011543327999999997
1000,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00036180180000000003
1001,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.0012621749999999997
1002,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00048581399999999983
1003,2004,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0003203875
1004,2004,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.03711617754031741
1005,2004,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,3.8041672121586174
1006,2004,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.014896652592868763
1007,2004,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.0017198018320926393
1008,2004,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.941049159611478
1009,2004,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.006
1010,2004,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.18095686422892224
1011,2004,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00017311749107555064
1012,2004,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.01417690549197107
1013,2004,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0001244587268516923
1014,2004,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.18115866552914114
1015,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.28871870242451503
1016,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.513956167528427
1017,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.8615925897235124
1018,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.001425449986630193
1019,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00563473214901282
1020,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0004476296057118272
1021,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000061256
1022,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0007751441939999998
1023,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0028940397500000006
1024,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00039429749999999995
1025,2004,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000037037
1026,2004,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.19591499590369127
1027,2004,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0409618488251765
1028,2004,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.21540922314885613
1029,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
1030,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.6470909359430185
1031,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5710230312633
1032,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
1033,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0017201279999999998
1034,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0003005667
1035,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0012003819999999998
1036,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
1037,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00194596416
1038,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00107460675
1039,2004,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.006095933130000001
1040,2004,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.007290373048349785
1041,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
1042,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.3211316109219726
1043,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.4648009803349001
1044,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
1045,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000852438
1046,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00024465509999999996
1047,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000201438
1048,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
1049,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0009643548599999998
1050,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0008747077499999999
1051,2004,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00102296817
1052,2004,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.04788367743676913
1053,2004,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.05335706298741509
1054,2004,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.154255911817345
1055,2004,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.03945944818556545
1056,2004,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.37054785543348806
1057,2004,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0
1058,2004,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0
1059,2004,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.0002755930932293084
1060,2004,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.02406144851796399
1061,2004,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.055535680950749976
1062,2004,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.06046626406890961
1063,2004,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.3498626420851938
1064,2004,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
1065,2004,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-1.0392096232637542
1066,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,4.980023066411249
1067,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.6043695392547999
1068,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.7077759710813
1069,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.023970375
1070,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0014418431999999998
1071,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0003581274599999999
1072,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.001340625
1073,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0006068159999999999
1074,2005,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0003171337499999999
1075,2005,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.035057287841887275
1076,2005,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,3.8963298252307315
1077,2005,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.01525755009090677
1078,2005,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.0017614670434180709
1079,2005,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,5.1509143692043935
1080,2005,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.003
1081,2005,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.16596704255305872
1082,2005,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0001860248739083484
1083,2005,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.013699464557113036
1084,2005,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00013601160979318124
1085,2005,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.1904259832335722
1086,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.28840100413299996
1087,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.8249710798775194
1088,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.820903721041675
1089,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.0014234136050614262
1090,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.006381808521108193
1091,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00042621848994333446
1092,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000061256
1093,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0007742954999999998
1094,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00323191225
1095,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000375725
1096,2005,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000037037
1097,2005,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.17428223298642412
1098,2005,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.04305728525221687
1099,2005,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.21517088337335108
1100,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
1101,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.6253273702095146
1102,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5682667704607667
1103,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
1104,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0016658159999999997
1105,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002991159
1106,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0006950199999999999
1107,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
1108,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00188452152
1109,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0010694197499999999
1110,2005,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0035295393000000005
1111,2005,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.007663317963932699
1112,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
1113,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2667013511613871
1114,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.4607725991619668
1115,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
1116,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007034519999999999
1117,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002425347
1118,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00011190999999999996
1119,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
1120,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0007958084399999999
1121,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0008671267499999999
1122,2005,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.0005683156499999999
1123,2005,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.05033320559136715
1124,2005,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.049918538438078044
1125,2005,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.14329784078228439
1126,2005,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.038191910259330566
1127,2005,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3040836508661253
1128,2005,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00006701073606357378
1129,2005,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00012065564829295411
1130,2005,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00038828945538117265
1131,2005,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.024664283394938
1132,2005,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.056399102384624984
1133,2005,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.06531636914767966
1134,2005,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.3396393920388897
1135,2005,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
1136,2005,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-1.0519466446048344
1137,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,5.0075118650622095
1138,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.08939739085859999
1139,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5232655123578667
1140,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.024102686999999998
1141,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00021420239999999998
1142,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00026476704
1143,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.0013480249999999999
1144,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00009014949999999999
1145,2006,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00023445999999999995
1146,2006,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.029323582163278746
1147,2006,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,4.042180908645632
1148,2006,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.016479438124798705
1149,2006,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.0016148669650214128
1150,2006,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,5.168307812372513
1151,2006,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
1152,2006,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.1450481487017336
1153,2006,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00018748424767814668
1154,2006,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.01232107436245421
1155,2006,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00014210767998597179
1156,2006,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.20042243544625135
1157,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.251359529322
1158,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.5069692448577614
1159,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.884538951222029
1160,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.0012402874921197844
1161,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005734556070429203
1162,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000460131158397954
1163,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000028272
1164,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.000674847
1165,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0029284289999999993
1166,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0004038925
1167,2006,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000017094
1168,2006,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.18975877742244218
1169,2006,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.04380661891156494
1170,2006,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.22104130331308086
1171,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.00009892344309999998
1172,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.48979076835745816
1173,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5008443908295666
1174,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,4.6499999999999994E-7
1175,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001307394
1176,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002636271
1177,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000616094
1178,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0.00000631449
1179,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0014790421799999998
1180,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00094253775
1181,2006,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.00312872721
1182,2006,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.010081495025784131
1183,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0.0008903109878999998
1184,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2769857023391384
1185,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.44715031019560003
1186,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0.000004184999999999999
1187,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000726702
1188,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00023536439999999998
1189,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00010366399999999999
1190,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0000018937799999999998
1191,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0008221109399999999
1192,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0008414909999999999
1193,2006,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00052643976
1194,2006,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.05761641744595046
1195,2006,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.048445261793169214
1196,2006,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.13971396888648568
1197,2006,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.03664203491841832
1198,2006,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.31538153426301624
1199,2006,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00008377307650728368
1200,2006,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.0002663375076219562
1201,2006,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00037471783241101934
1202,2006,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.025207228317044
1203,2006,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.057374579603249966
