Application ID,City,Zip,Application Submission Date,Facility Type,Sector,PV Capacity (kW),Geothermal Capacity (tons),Wind Capacity (kW),Solar Water Capacity (sq ft),Total System Costs ($),Total Rebate,Mounting Location,PPA/Lease,Payment Status
R00437,Bear,19701,07/25/2008,PV,Residential,0.3,,,,3194.67,1322.38,,,Paid
R00400,Middletown,19709,04/07/2008,PV,Residential,0.426,,,,3000.00,903.00,,,Paid
R00837,Ocean View,19970,06/18/2009,PV,Residential,0.57,,,,4703.00,1175.75,,,Paid
R01477,Rehoboth Beach,19971,01/06/2012,PV,Residential,0.84,,,,3847.20,1050.00,,,Paid
R01176,Middletown,19709,11/30/2010,PV,Residential,0.92,,,,5060.00,1265.00,,,Paid
R00218,Rehoboth Beach,19971,06/22/2007,PV,Residential,1.05,,,,11200.00,5600.00,,,Paid
R01333,New Castle,19720,07/25/2011,PV,Residential,1.05,,,,5033.00,1258.00,,,Paid
R00003,Greenville,19807,09/06/2002,PV,Residential,1.2,,,,10806.00,3782.23,,,Paid
R00420,Middletown,19709,07/22/2008,PV,Residential,1.2,,,,9920.00,4950.00,,,Paid
R01036,Hockessin,19707,05/28/2010,PV,Residential,1.26,,,,6930.00,1732.50,,,Paid
R00717,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00718,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00719,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00720,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00721,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00722,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R01024,Bear,19701,05/07/2010,PV,Residential,1.38,,,,12927.69,3231.92,,,Paid
R01128,Wilmington,19804,10/01/2010,PV,Residential,1.38,,,,8004.00,2001.00,,,Paid - ARRA
R00460,Bear,19701,07/24/2008,PV,Residential,1.4,,,,10710.00,5355.00,,,Paid
R00716,Bear,19701,03/12/2009,PV,Residential,1.4,,,,10710.00,5355.00,,,Paid
R01533,Dewey Beach,19971,05/07/2012,PV,Residential,1.41,,,,4200.00,1500.00,,,Paid
NR00027,Wilmington,19809,08/13/2007,PV,Non_Residential,1.456,,,,14531.34,7265.69,,,Paid
R00090,Ocean View,19970,03/18/2006,PV,Residential,1.5,,,,16381.08,8190.54,,,Paid
R00878,Smyrna,19977,08/20/2009,PV,Residential,1.52,,,,10030.56,2064.43,,,Paid
R00728,Bear,19701,03/12/2009,PV,Residential,1.575,,,,12127.50,6063.75,,,Paid
R00732,Bear,19701,03/12/2009,PV,Residential,1.575,,,,12127.50,6063.75,,,Paid
R00796,Wilmington,19805,05/01/2009,PV,Residential,1.575,,,,12499.00,6249.50,,,Paid - ARRA
R01340,Bear,19701,08/09/2011,PV,Residential,1.575,,,,10973.50,1968.75,,,Paid
R00959,Wilmington,19803,12/21/2009,PV,Residential,1.6,,,,10800.00,2700.00,,,Paid
R00448,Bear,19701,07/22/2008,PV,Residential,1.62,,,,13365.00,6682.50,,,Paid
R01456,Middletown,19709,12/02/2011,PV,Residential,1.664,,,,10000.00,2080.00,,,Paid
R01545,Claymont,19703,05/15/2012,PV,Solar Lease,1.71,,,,11863.50,2137.50,,,Paid
R01731,Wilmington,19805,02/06/2013,PV,Solar Lease,1.71,,,,10221.00,2143.75,,,Paid
R00519,Newark,19713,09/26/2008,PV,Residential,1.75,,,,20965.00,9800.00,,,Paid
R00242,Middletown,19709,08/20/2007,PV,Residential,1.8,,,,19337.00,9668.50,,,Paid
R00260,Wilmington,19810,10/19/2007,PV,Residential,1.8,,,,17600.00,8800.00,,,Paid
R00285,New Castle,19720,12/21/2007,PV,Residential,1.8,,,,17178.00,8589.00,,,Paid
R00381,Rehoboth Beach,19971,05/12/2008,PV,Residential,1.8,,,,14850.00,7425.00,,,Paid
R00382,Rehoboth Beach,19971,05/12/2008,PV,Residential,1.8,,,,14850.00,7425.00,,,Paid
R00696,Harbeson,19951,02/25/2009,PV,Residential,1.8,,,,15300.00,7650.00,,,Paid
R00723,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R00724,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R00725,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R00726,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R00727,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R01265,Rehoboth Beach,19971,04/06/2011,PV,Residential,1.89,,,,13865.00,2363.00,,,Paid
R00160,Lewes,19958,11/06/2006,PV,Residential,1.9,,,,20250.00,10125.00,,,Paid
R01046,New Castle,19720,06/17/2010,PV,Residential,1.98,,,,14999.00,3749.75,,,Paid - ARRA
R00213,Wilmington,19801,06/08/2007,PV,Residential,2,,,,23900.00,11950.00,,,Paid
R00236,Wilmington,19808,08/13/2007,PV,Residential,2,,,,16000.00,7981.50,,,Paid
NR00032,Wilmington,19807,09/10/2007,PV,Non_Residential,2,,,,24000.00,12000.00,,,Paid
R00647,Rehoboth Beach,19971,12/22/2008,PV,Residential,2,,,,18000.00,9000.00,,,Paid
R00774,Rehoboth Beach,19971,04/20/2009,PV,Residential,2,,,,15900.00,7950.00,,,Paid
R00815,Wilmington,19803,05/04/2009,PV,Residential,2.07,,,,18732.00,7866.00,,,Paid
R00474,Hockessin,19707,08/06/2008,PV,Residential,2.1,,,,18900.00,9450.00,,,Paid
R00469,Wilmington,19803,07/24/2008,PV,Residential,2.15,,,,17850.00,8593.00,,,Paid
R01317,Bethany Beach,19930,03/17/2011,PV,Residential,2.16,,,,15500.00,2700.00,,,Paid
R00594,Newark,19711,11/13/2008,PV,Residential,2.2,,,,18700.00,9350.00,,,Paid
NR00007,Wilmington,19806,01/23/2004,PV,Non_Residential,2.22,,,,22000.00,11000.00,,,Paid
R00306,Milton,19968,01/31/2008,PV,Residential,2.22,,,,23066.00,11533.00,,,Paid
R01180,Newark,19713,12/03/2010,PV,Residential,2.22,,,,20000.00,5000.00,,,Paid
R01114,Dover,19901,09/15/2010,PV,Residential,2.25,,,,15750.00,3937.50,,,Paid
R01916,Ocean View,19970,10/01/2013,PV,Residential,2.29,,,,9079.16,2868.75,,,Paid
R00571,New Castle,19720,10/08/2008,PV,Residential,2.3,,,,20700.00,10350.00,,,Paid
NR00246,Wilmington,19806,05/09/2012,PV,Non_Residential,2.35,,,,,4993.75,,,Paid
R01613,Lincoln,19960,08/27/2012,PV,Residential,2.35,,,,10305.00,2937.50,,,Paid
R00088,Clarksville,19970,03/30/2006,PV,Residential,2.4,,,,21600.00,10800.00,,,Paid
R00097,Wilmington,19802,04/18/2006,PV,Residential,2.4,,,,19539.00,9769.50,,,Paid
R00269,Rehoboth Beach,19971,12/21/2007,PV,Residential,2.4,,,,25938.00,12969.00,,,Paid
R00367,Rehoboth Beach,19971,05/06/2008,PV,Residential,2.4,,,,27600.00,13800.00,,,Paid
R00383,Wilmington,19803,05/12/2008,PV,Residential,2.4,,,,24984.00,12492.00,,,Paid
NR00109,Georgetown,19947,05/01/2009,PV,Non_Residential,2.4,,,,21000.00,10500.00,,,Paid
R00600,Wilmington,19808,11/13/2008,PV,Residential,2.45,,,,25063.00,12531.50,,,Paid
R01720,Wilmington,19806,01/15/2013,PV,Residential,2.45,,,,15549.50,3062.50,,,Paid
R00042,Middletown,19709,02/11/2005,PV,Residential,2.47,,,,27680.00,13840.00,,,Paid
NR00133,Ocean View,19970,11/16/2009,PV,Non_Residential,2.52,,,,20900.00,5225.00,,,Paid
NR00134,Ocean View,19970,11/16/2009,PV,Non_Residential,2.52,,,,20900.00,5225.00,,,Paid
R01021,Wilmington,19809,05/05/2010,PV,Residential,2.52,,,,16442.00,4110.50,,,Paid
R01092,Wilmington,19805,08/26/2010,PV,Residential,2.52,,,,19794.12,4948.53,,,Paid
NR00241,Dover,19904,01/19/2012,PV,Non_Residential,2.52,,,,15799.00,3150.00,,,Paid
R01775,Wilmington,19806,04/26/2013,PV,Solar Lease,2.6,,,,13825.00,3250.00,,,Paid
R01899,Wilmington,19809,10/04/2013,PV,Residential,2.6,,,,14035.00,5200.00,,,Paid
R00811,Wilmington,19803,05/01/2009,PV,Residential,2.625,,,,23250.00,11625.00,,,Paid
R00683,New Castle,19720,02/17/2009,PV,Residential,2.65,,,,25540.00,12770.00,,,Paid
R01914,Townsend,19734,10/22/2013,PV,Residential,2.65,,,,8774.00,1987.50,,,Paid
R01080,Selbyville,19975,08/17/2010,PV,Residential,2.7,,,,18900.00,4725.00,,,Paid
R00086,Middletown,19709,03/20/2006,PV,Residential,2.8,,,,23100.00,11500.00,,,Paid
R00101,Milton,19968,06/02/2006,PV,Residential,2.8,,,,25200.00,12600.00,,,Paid
R00206,Wilmington,19802,05/17/2007,PV,Residential,2.8,,,,21700.00,10850.00,,,Paid
R00220,Middletown,19709,06/26/2007,PV,Residential,2.8,,,,25200.00,12600.00,,,Paid
R00267,Wilmington,19804,11/16/2007,PV,Residential,2.8,,,,23100.00,11550.00,,,Paid
R00433,Middletown,19709,07/22/2008,PV,Residential,2.8,,,,22120.00,11060.00,,,Paid
R00528,Wilmington,19804,10/02/2008,PV,Residential,2.8,,,,23100.00,11550.00,,,Paid
R00599,Wilmington,19810,11/13/2008,PV,Residential,2.8,,,,29575.00,14787.50,,,Paid
R00694,Wilmington,19805,02/25/2009,PV,Residential,2.8,,,,25154.00,12577.00,,,Paid
R00873,New Castle,19720,08/11/2009,PV,Residential,2.8,,,,26428.00,6607.00,,,Paid
R00980,South Bethany Beach,19930,02/09/2010,PV,Residential,2.82,,,,55000.00,6250.00,,,Paid
R01389,Lewes,19958,09/29/2011,PV,Residential,2.82,,,,21737.00,3525.00,,,Paid - ARRA
R01059,Dover,19901,07/08/2010,PV,Residential,2.85,,,,21412.00,5353.00,,,Paid
R01949,Smyrna,19977,11/15/2013,PV,Residential,2.85,,,,7011.00,3562.50,,,Paid
R01474,Wilmington,19804,01/05/2012,PV,Residential,2.88,,,,12671.60,3600.00,,,Paid
R00850,Hockessin,19707,07/07/2009,PV,Residential,2.94,,,,22785.00,5696.25,,,Paid
R01254,Wilmington,19808,04/08/2011,PV,Residential,2.96,,,,19900.00,3700.00,,,Paid - ARRA
R01460,Wilmington,19804,12/08/2011,PV,Residential,2.96,,,,23030.80,3700.00,,,Paid
R00106,Rehoboth Beach,19971,06/02/2006,PV,Residential,3,,,,30947.00,15473.50,,,Paid
R00240,New Castle,19720,08/15/2007,PV,Residential,3,,,,27524.00,13762.00,,,Paid
R00245,Rehoboth Beach,19971,09/07/2007,PV,Residential,3,,,,24000.00,12000.00,,,Paid
NR00044,Dewey Beach,19971,03/03/2008,PV,Non_Residential,3,,,,27750.00,6937.50,,,Paid
R00348,Ocean View,19970,03/18/2008,PV,Residential,3,,,,29800.00,14900.00,,,Paid
R00395,Dewey Beach,19971,05/12/2008,PV,Residential,3,,,,24000.00,12000.00,,,Paid
R00425,Milford,19963,07/22/2008,PV,Residential,3,,,,23250.00,11625.00,,,Paid
R00630,Wilmington,19804,12/18/2008,PV,Residential,3,,,,24750.00,12375.00,,,Paid
R00640,Dewey Beach,19971,12/22/2008,PV,Residential,3,,,,28890.00,14445.00,,,Paid
R01788,New Castle,19720,05/28/2013,PV,Residential,3,,,,10396.00,3750.00,,,Paid
R01878,Newark,19711,09/12/2013,PV,Solar Lease,3,,,,14700.00,3750.00,,,Paid
R01415,Newark,19702,10/27/2011,PV,Solar Lease,3.04,,,,23649.20,3800.00,,,Paid
R01576,Lewes,19958,06/19/2012,PV,Residential,3.05,,,,14233.45,3818.75,,,Paid
R01627,Rehoboth Beach,19971,09/19/2012,PV,Residential,3.06,,,,14248.00,3825.00,,,Paid
R01745,Rehoboth Beach,19971,02/27/2013,PV,Residential,3.06,,,,12154.00,3825.00,,,Paid
R00552,Wilmington,19808,10/06/2008,PV,Residential,3.075,,,,36500.00,18250.00,,,Paid
R00881,Greenville,19807,08/26/2009,PV,Residential,3.075,,,,26085.14,6521.28,,,Paid - ARRA
R01094,Greenville,19807,08/31/2010,PV,Residential,3.075,,,,19553.37,4888.34,,,Paid - ARRA
R01504,Hockessin,19707,03/02/2012,PV,Residential,3.12,,,,18174.00,3900.00,,,Paid
R00481,Wilmington,19805,08/11/2008,PV,Residential,3.136,,,,25500.00,12750.00,,,Paid
R00643,Wilmington,19808,12/22/2008,PV,Residential,3.15,,,,35125.00,17562.50,,,Paid
R00685,Newark,19713,02/17/2009,PV,Residential,3.15,,,,35008.00,17504.00,,,Paid
R00740,Bethany Beach,19930,03/20/2009,PV,Residential,3.15,,,,24885.00,12442.50,,,Paid
R00822,Wilmington,19809,05/27/2009,PV,Residential,3.15,,,,27356.00,6839.00,,,Paid
R00872,Wilmington,19806,08/11/2009,PV,Residential,3.15,,,,27829.00,6957.00,,,Paid
R01034,Newark,19711,05/28/2010,PV,Residential,3.15,,,,23800.00,5950.00,,,Paid
R01112,Wilmington,19803,09/15/2010,PV,Residential,3.15,,,,22354.65,5588.66,,,Paid
R00764,Middletown,19709,04/08/2009,PV,Residential,3.168,,,,29000.00,14500.00,,,Paid
R00888,Wilmington,19808,09/11/2009,PV,Residential,3.168,,,,24000.00,6000.00,,,Paid
R00914,Bear,19701,10/16/2009,PV,Residential,3.168,,,,21000.00,5250.00,,,Paid
R01690,Townsend,19734,12/03/2012,PV,Residential,3.168,,,,9300.00,2376.00,,,Paid
R00593,Bethany Beach,19930,11/13/2008,PV,Residential,3.2,,,,25600.00,12800.00,,,Paid
NR00081,Georgetown,19947,12/17/2008,PV,Non_Residential,3.22,,,,25727.80,12863.90,,,Paid
R01256,Magnolia,19962,04/04/2011,PV,Residential,3.24,,,,21000.00,4050.00,,,Paid - ARRA
R01680,Camden-Wyoming,19934,11/26/2012,PV,Residential,3.24,,,,11250.00,4050.00,,,Paid
R01991,Middletown,19709,12/30/2013,PV,Solar Lease,3.25,,,,17662.50,4062.50,,,Paid
R00215,South Bethany Beach,19930,06/07/2007,PV,Residential,3.28,,,,32800.00,16400.00,,,Paid
R01184,Wilmington,19808,12/07/2010,PV,Residential,3.29,,,,22927.04,5731.76,,,Paid
R00863,Wilmington,19808,07/27/2009,PV,Residential,3.325,,,,29330.00,7332.00,,,Paid
R01133,Wilmington,19804,10/04/2010,PV,Residential,3.33,,,,23628.00,5907.00,,,Paid - ARRA
R00495,Newark,19713,08/20/2008,PV,Residential,3.36,,,,26666.00,13333.00,,,Paid
NR00217,Millsboro,19966,12/23/2010,PV,Non_Residential,3.36,,,,23667.00,5916.75,,,Paid
R01678,Newark,19702,11/26/2012,PV,Solar Lease,3.36,,,,22890.85,4200.00,,,Paid
R01726,Wilmington,19810,01/24/2013,PV,Residential,3.36,,,,13380.00,4200.00,,,Paid
R00653,Newark,19711,12/22/2008,PV,Residential,3.42,,,,32410.00,16205.00,,,Paid
R00856,Fenwick Island,19944,07/13/2009,PV,Residential,3.42,,,,23550.00,5887.50,,,Paid - ARRA
R01397,Millsboro,19966,10/18/2011,PV,Residential,3.42,,,,13416.80,4275.00,,,Paid - ARRA
R01539,Lewes,19958,05/08/2012,PV,Residential,3.42,,,,21645.00,4275.00,,,Paid
R01734,Camden-Wyoming,19934,02/12/2013,PV,Solar Lease,3.43,,,,16112.00,4287.50,,,Paid
R01809,New Castle,19720,07/09/2013,PV,Residential,3.43,,,,13965.00,4287.50,,,Paid
R01827,New Castle,19720,07/23/2013,PV,Residential,3.43,,,,13685.00,4287.50,,,Paid
R01090,Milford,19963,08/24/2010,PV,Residential,3.485,,,,22408.55,5602.14,,,Paid - ARRA
R00690,Wilmington,19810,02/20/2009,PV,Residential,3.5,,,,28947.00,14473.50,,,Paid
R00695,Newark,19711,02/25/2009,PV,Residential,3.5,,,,36502.00,18251.00,,,Paid
R00778,South Bethany Beach,19930,04/22/2009,PV,Residential,3.5,,,,29736.00,14868.00,,,Paid
R00869,Rehoboth Beach,19971,08/06/2009,PV,Residential,3.5,,,,27825.00,6956.25,,,Paid
R01812,New Castle,19720,07/09/2013,PV,Residential,3.5,,,,13615.00,4375.00,,,Paid
R01811,Wilmington,19803,07/09/2013,PV,Residential,3.5,,,,12811.00,4375.00,,,Paid
R01550,Rehoboth Beach,19971,05/21/2012,PV,Residential,3.52,,,,16321.00,4406.00,,,Paid
R01368,Wilmington,19803,09/09/2011,PV,Residential,3.525,,,,15328.00,4406.25,,,Paid
R00066,Middletown,19709,11/07/2005,PV,Residential,3.6,,,,29108.00,14554.00,,,Paid
R00069,Newark,19711,12/10/2005,PV,Residential,3.6,,,,28661.00,14330.50,,,Paid
R00102,Bear,19701,06/02/2006,PV,Residential,3.6,,,,33800.00,16900.00,,,Paid
R00114,New Castle,19720,06/23/2006,PV,Residential,3.6,,,,29880.00,14940.00,,,Paid
R00115,Camden-Wyoming,19934,06/23/2006,PV,Residential,3.6,,,,29988.00,14994.00,,,Paid
R00116,Hockessin,19707,06/23/2006,PV,Residential,3.6,,,,29880.00,14940.00,,,Paid
R00108,New Castle,19720,07/21/2006,PV,Residential,3.6,,,,34188.00,17094.00,,,Paid
R00277,Newark,19711,12/04/2007,PV,Residential,3.6,,,,27663.00,13816.50,,,Paid
R00521,Bear,19701,09/26/2008,PV,Residential,3.6,,,,28000.00,14000.00,,,Paid
R00546,Hockessin,19707,10/06/2008,PV,Residential,3.6,,,,29880.00,14940.00,,,Paid
R00699,Rehoboth Beach,19971,02/25/2009,PV,Residential,3.6,,,,32392.00,16196.00,,,Paid
R00848,Newark,19711,07/02/2009,PV,Residential,3.6,,,,27000.00,6750.00,,,Paid
R01339,Ocean View,19970,07/15/2011,PV,Residential,3.6,,,,29963.00,4500.00,,,Paid
R01623,Hockessin,19707,09/12/2012,PV,Solar Lease,3.67,,,,19566.23,4593.75,,,Paid
R00657,Rehoboth Beach,19971,12/22/2008,PV,Residential,3.675,,,,30900.00,15450.00,,,Paid
R00557,Wilmington,19810,10/07/2008,PV,Residential,3.68,,,,30330.00,15180.00,,,Paid
R00748,Camden-Wyoming,19934,04/07/2009,PV,Residential,3.68,,,,28336.00,14168.00,,,Paid
R00862,Wilmington,19807,07/21/2009,PV,Residential,3.68,,,,28336.00,7084.00,,,Paid
R00941,Middletown,19709,11/23/2009,PV,Residential,3.68,,,,29744.00,7436.00,,,Paid - ARRA
R01043,Middletown,19709,06/16/2010,PV,Residential,3.68,,,,28704.00,14352.00,,,Paid
R01583,Wilmington,19809,06/27/2012,PV,Residential,3.68,,,,14266.00,4600.00,,,Paid
R01601,Dover,19901,08/06/2012,PV,Residential,3.68,,,,13093.00,4600.00,,,Paid
R00851,Newark,19702,07/09/2009,PV,Residential,3.69,,,,29128.00,7282.00,,,Paid
R00330,Rehoboth Beach,19971,03/06/2008,PV,Residential,3.696,,,,28675.00,14337.50,,,Paid
R00252,Wilmington,19807,10/09/2007,PV,Residential,3.7,,,,33300.00,16650.00,,,Paid
R01087,Bear,19701,08/20/2010,PV,Residential,3.7,,,,23250.00,5812.50,,,Paid - ARRA
R01099,Milton,19968,09/07/2010,PV,Residential,3.7,,,,22903.00,5725.75,,,Paid
R01172,Delaware City,19706,11/19/2010,PV,Residential,3.75,,,,26768.00,6692.00,,,Paid
R01332,Wilmington,19808,07/22/2011,PV,Residential,3.76,,,,19204.00,4700.00,,,Paid
R01398,Ocean View,19970,10/18/2011,PV,Residential,3.76,,,,23850.00,4700.00,,,Paid - ARRA
R01536,Fenwick Island,19944,05/07/2012,PV,Residential,3.76,,,,16576.00,4700.00,,,Paid
R00801,Ocean View,19970,05/04/2008,PV,Residential,3.78,,,,29295.00,14648.00,,,Paid
R00392,Ocean View,19970,05/12/2008,PV,Residential,3.78,,,,29975.00,14988.00,,,Paid
R00771,Townsend,19734,04/16/2009,PV,Residential,3.78,,,,29128.00,14564.00,,,Paid
R00773,Rehoboth Beach,19971,04/20/2009,PV,Residential,3.78,,,,30051.00,15025.00,,,Paid - ARRA
R00831,South Bethany Beach,19930,06/04/2009,PV,Residential,3.78,,,,29295.00,7323.75,,,Paid
R00857,Harbeson,19951,07/13/2009,PV,Residential,3.78,,,,30240.00,7560.00,,,Paid
R01091,Rehoboth Beach,19971,08/24/2010,PV,Residential,3.78,,,,26082.00,6520.50,,,Paid
R01115,Milton,19968,09/16/2010,PV,Residential,3.78,,,,18862.00,2240.50,,,Paid
R00332,Rehoboth Beach,19971,03/03/2008,PV,Residential,3.8,,,,39600.00,19800.00,,,Paid
R00707,Wilmington,19805,03/05/2008,PV,Residential,3.8,,,,34930.00,17465.00,,,Paid
R00365,Milton,19968,04/22/2008,PV,Residential,3.8,,,,34270.00,17135.00,,,Paid
R00591,Hartly,19953,11/13/2008,PV,Residential,3.8,,,,29204.00,14602.00,,,Paid
R00662,Milton,19968,01/26/2009,PV,Residential,3.8,,,,27500.00,13750.00,,,Paid
R01390,Lewes,19958,09/29/2011,PV,Residential,3.8,,,,21146.00,4750.00,,,Paid - ARRA
R01188,Wilmington,19803,12/08/2010,PV,Residential,3.808,,,,24752.00,6188.00,,,Paid
R00526,Newark,19713,10/02/2008,PV,Residential,3.84,,,,32254.00,16127.00,,,Paid
R01792,New Castle,19720,06/04/2013,PV,Residential,3.84,,,,19000.00,4800.00,,,Paid
R00795,Wilmington,19802,05/01/2009,PV,Residential,3.85,,,,30608.00,15304.00,,,Paid
R00449,Newark,19711,07/22/2008,PV,Residential,3.87,,,,31927.50,15963.75,,,Paid
R00955,Bethany Beach,19930,12/10/2009,PV,Residential,3.87,,,,29040.00,7256.25,,,Paid
R00937,Rehoboth Beach,19971,11/02/2009,PV,Residential,3.875,,,,29000.00,7250.00,,,Paid - ARRA
R00945,Greenville,19807,11/24/2009,PV,Residential,3.96,,,,32000.00,8000.00,,,Paid - ARRA
R01003,Wilmington,19808,03/24/2010,PV,Residential,3.96,,,,33000.00,8250.00,,,Paid
R01078,Wilmington,19803,08/11/2010,PV,Residential,3.96,,,,26600.00,6650.00,,,Paid - ARRA
R01201,Wilmington,19808,12/15/2010,PV,Residential,3.96,,,,30000.00,7500.00,,,Paid - ARRA
R00907,Dewey Beach,19971,10/07/2009,PV,Residential,3.964,,,,32385.88,8096.47,,,Paid
R01823,Wilmington,19806,07/19/2013,PV,Residential,3.97,,,,22498.50,4968.75,,,Paid
R00551,Wilmington,19803,10/06/2008,PV,Residential,3.976,,,,35040.00,17520.00,,,Paid
R00798,Middletown,19709,05/06/2009,PV,Residential,3.98,,,,46760.00,23380.00,,,Paid
R00001,Newark,19702,04/17/2002,PV,Residential,4,,,,40500.00,10500.00,,,Paid
R00004,Rehoboth Beach,19971,01/13/2003,PV,Residential,4,,,,43717.00,10500.00,,,Paid
R00168,Townsend,19734,01/11/2007,PV,Residential,4,,,,45000.00,22500.00,,,Paid
R00216,Wilmington,19803,06/13/2007,PV,Residential,4,,,,32000.00,16000.00,,,Paid
R00227,Wilmington,19803,07/06/2007,PV,Residential,4,,,,34359.00,17179.50,,,Paid
R00257,Rehoboth Beach,19971,10/09/2007,PV,Residential,4,,,,28400.00,14200.00,,,Paid
R00264,Rehoboth Beach,19971,11/05/2007,PV,Residential,4,,,,32000.00,15100.00,,,Paid
R00279,Wilmington,19810,12/06/2007,PV,Residential,4,,,,31896.00,15948.00,,,Paid
R00472,Hartly,19953,08/04/2008,PV,Residential,4,,,,33796.00,16898.00,,,Paid
R00556,Seaford,19973,10/07/2008,PV,Residential,4,,,,31400.00,15700.00,,,Paid
R00570,Dagsboro,19939,10/08/2008,PV,Residential,4,,,,35000.00,17500.00,,,Paid
R00680,Clarksville,19970,02/13/2009,PV,Residential,4,,,,33650.00,16825.00,,,Paid
R01335,Milford,19963,08/03/2011,PV,Residential,4,,,,24900.00,5000.00,,,Paid
R01820,Rehoboth Beach,19971,07/16/2013,PV,Residential,4,,,,40000.00,8500.00,,,Paid
R01855,Wilmington,19805,08/22/2013,PV,Residential,4,,,,16464.00,5000.00,,,Paid
R01919,Wilmington,19805,11/04/2013,PV,Residential,4,,,,16464.00,5000.00,,,Paid
R01932,Harrington,19952,11/12/2013,PV,Residential,4,,,,16422.00,5000.00,,,Paid
R01978,Wilmington,19804,12/18/2013,PV,Solar Lease,4,,,,18840.00,5000.00,,,Paid
R01334,Milton,19968,07/28/2011,PV,Residential,4.05,,,,26325.00,5062.50,,,Paid - ARRA
R01876,Rehoboth Beach,19971,09/12/2013,PV,Residential,4.06,,,,13804.00,5075.00,,,Paid
R01880,Rehoboth Beach,19971,09/16/2013,PV,Residential,4.06,,,,13804.00,5075.00,,,Paid
R01401,Lewes,19958,10/24/2011,PV,Residential,4.07,,,,26455.00,5087.50,,,Paid - ARRA
R01468,Lewes,19958,12/22/2011,PV,Residential,4.07,,,,26455.00,5087.50,,,Paid
R01626,Rehoboth Beach,19971,09/21/2012,PV,Residential,4.08,,,,17797.00,5100.00,,,Paid
R00648,Selbyville,19975,12/22/2008,PV,Residential,4.095,,,,37500.00,18750.00,,,Paid
R00918,Wilmington,19803,10/21/2009,PV,Residential,4.14,,,,27080.00,6770.00,,,Paid - ARRA
R00919,Wilmington,19803,10/23/2009,PV,Residential,4.14,,,,30636.00,7659.00,,,Paid - ARRA
R01135,Newark,19713,10/08/2010,PV,Residential,4.14,,,,23556.60,5889.15,,,Paid
R01494,Rehoboth Beach,19971,12/16/2011,PV,Residential,4.14,,,,20500.00,5175.00,,,Paid
R00219,Wilmington,19808,06/25/2007,PV,Residential,4.2,,,,37800.00,18900.00,,,Paid
R00414,Rehoboth Beach,19971,07/25/2008,PV,Residential,4.2,,,,40567.00,20283.50,,,Paid
R00416,Bear,19701,07/25/2008,PV,Residential,4.2,,,,36800.00,18400.00,,,Paid
R00596,Rehoboth Beach,19971,11/13/2008,PV,Residential,4.2,,,,35100.00,17550.00,,,Paid
R00682,Newark,19711,02/17/2009,PV,Residential,4.2,,,,37596.00,18798.00,,,Paid
R00687,Newark,19713,02/24/2009,PV,Residential,4.2,,,,38168.00,19084.00,,,Paid
R00715,Hartly,19953,03/11/2009,PV,Residential,4.2,,,,38027.00,19013.50,,,Paid
R00753,New Castle,19720,04/07/2009,PV,Residential,4.2,,,,37414.00,18707.00,,,Paid
R00810,Wilmington,19804,05/01/2009,PV,Residential,4.2,,,,36450.00,18225.00,,,Paid
R00830,Newark,19711,06/03/2009,PV,Residential,4.2,,,,31080.00,7770.00,,,Paid
R00874,New Castle,19720,08/11/2009,PV,Residential,4.2,,,,36155.00,9038.00,,,Paid
R01025,Clayton,19938,05/10/2010,PV,Residential,4.2,,,,27300.00,6825.00,,,Paid - ARRA
R01127,Hockessin,19707,09/30/2010,PV,Residential,4.2,,,,26902.88,6725.72,,,Paid - ARRA
NR00206,Bethany Beach,19930,12/20/2010,PV,Non_Residential,4.2,,,,28812.00,7203.00,,,Paid
R00590,Wilmington,19808,11/13/2008,PV,Residential,4.226,,,,35200.00,17600.00,,,Paid
R01538,Rehoboth Beach,19971,05/08/2012,PV,Residential,4.23,,,,25935.00,5287.50,,,Paid
R01543,Dewey Beach,19971,05/14/2012,PV,Residential,4.23,,,,19669.00,5287.50,,,Paid
R00650,Middletown,19709,12/22/2008,PV,Residential,4.247,,,,37652.00,18826.00,,,Paid
R01935,Wilmington,19808,11/12/2013,PV,Solar Lease,4.25,,,,20017.50,5312.50,,,Paid
R00924,Wilmington,19808,11/02/2009,PV,Residential,4.262,,,,34000.00,8500.00,,,Paid
R00438,Wilmington,19802,07/22/2008,PV,Residential,4.32,,,,35000.00,17500.00,,,Paid
