Application ID,City,Zip,Application Submission Date,Facility Type,Sector,PV Capacity (kW),Geothermal Capacity (tons),Wind Capacity (kW),Solar Water Capacity (sq ft),Total System Costs ($),Total Rebate,Mounting Location,PPA/Lease,Payment Status
10467,Bethany Beach,19930,03/18/2022,PV,residential,10585,,,,86000.00,6000.00,rooftop,owned,Paid
10468,Camden,19934,07/12/2021,PV,residential,19380,,,,42500.00,6000.00,rooftop,owned,Paid
10469,Wilmington,19803,05/17/2021,PV,residential,9900,,,,19500.00,6000.00,rooftop,owned,Paid
10471,Milton,19968,04/12/2021,PV,non_residential,23760,,,,47970.00,16632.00,rooftop,owned,Paid
10472,Newark,19713,06/11/2021,PV,residential,11550,,,,25500.00,6000.00,rooftop,owned,Paid
10473,Milton,19968,04/26/2021,PV,residential,12540,,,,27170.00,6000.00,rooftop,owned,Paid
10474,Wilmington,19809,04/29/2021,PV,residential,10880,,,,27200.00,6000.00,rooftop,owned,Paid
10475,Wilmington,19810,05/19/2021,PV,residential,9620,,,,25012.00,6000.00,rooftop,owned,Paid
10476,Rehoboth Beach,19971,06/14/2021,Geothermal,residential,,7,,,68684.00,5000.00,,,Paid
10477,Ocean View,19970,05/12/2021,PV,residential,11520,,,,23540.00,6000.00,rooftop,owned,Paid
10478,Ocean View,19970,05/12/2021,PV,residential,11560,,,,24600.00,6000.00,rooftop,owned,Paid
10479,Wilmington,19804,04/29/2021,PV,residential,7260,,,,20909.00,5082.00,rooftop,owned,Paid
10480,Newark,19713,05/18/2021,PV,residential,5110,,,,20462.00,3577.00,rooftop,owned,Paid
10481,Middletown,19709,04/21/2021,PV,residential,7920,,,,32653.00,5544.00,rooftop,owned,Paid
10482,Middletown,19709,04/21/2021,PV,residential,5280,,,,41731.00,3696.00,rooftop,owned,Paid
10483,Rehoboth Beach,19971,04/29/2021,PV,residential,6600,,,,17160.00,4620.00,rooftop,owned,Paid
10484,Ocean View,19970,05/31/2022,PV,residential,15960,,,,34500.00,6000.00,rooftop,owned,Paid
10485,New Castle,19720,05/19/2021,PV,residential,4080,,,,8200.00,2856.00,rooftop,owned,Unpaid
10487,Newark,19702,08/12/2021,PV,residential,8160,,,,34272.00,5712.00,rooftop,owned,Paid
10488,Dover,19904,07/12/2021,PV,residential,17480,,,,40000.00,6000.00,rooftop,owned,Paid
10489,Claymont,19703,04/22/2021,PV,residential,7360,,,,44417.00,5152.00,rooftop,owned,Paid
10490,New Castle,19720,05/17/2021,PV,residential,7590,,,,16000.00,5313.00,rooftop,owned,Paid
10491,Middletown,19709,04/30/2021,PV,residential,11400,,,,28500.00,6000.00,rooftop,owned,Paid
10492,Bear,19701,10/18/2021,PV,residential,4080,,,,8200.00,2856.00,rooftop,owned,Paid
10493,Wilmington,19810,04/26/2021,PV,residential,5280,,,,20308.00,3696.00,rooftop,owned,Paid
10494,Middletown,19709,04/26/2021,PV,residential,5610,,,,24135.00,3927.00,rooftop,owned,Paid
10495,Bear,19701,05/27/2021,PV,residential,18240,,,,43000.00,6000.00,rooftop,owned,Paid
10496,Rehoboth Beach,19971,07/12/2021,PV,residential,9600,,,,23250.00,6000.00,rooftop,owned,Paid
10497,Wilmington,19810,05/18/2021,PV,residential,7480,,,,29920.00,5236.00,rooftop,owned,Paid
10498,Middletown,19709,04/29/2021,PV,residential,11550,,,,49634.00,6000.00,rooftop,owned,Paid
10499,Dover,19904,05/17/2021,PV,residential,9500,,,,24225.00,6000.00,rooftop,owned,Paid
10500,Frederica,19946,04/29/2021,PV,residential,6460,,,,37638.00,4522.00,rooftop,owned,Paid
10501,Hockessin,19707,05/05/2021,Geothermal,residential,,4,,,12500.00,3000.00,,,Paid
10502,Rehoboth Beach,19971,05/27/2021,PV,residential,9180,,,,19000.00,6000.00,rooftop,owned,Paid
10505,Frederica,19946,05/05/2021,PV,residential,10464,,,,38717.00,5493.60,rooftop,owned,Paid
10507,Frankford,19945,08/12/2021,Geothermal,residential,,5,,,13740.00,3700.00,,,Paid
10508,middletown,19709,06/23/2021,PV,residential,236800,,,,46150.00,6000.00,rooftop,owned,Paid
10509,Rehoboth Beach,19971,05/11/2021,PV,residential,5200,,,,11284.00,2838.00,rooftop,owned,Paid
10510,Middletown,19709,07/12/2021,PV,residential,14440,,,,38250.00,6000.00,rooftop,owned,Paid
10511,Bethany Beach,19930,07/20/2021,PV,residential,8960,,,,21850.00,6000.00,rooftop,owned,Paid
10512,Lewes,19958,05/13/2021,PV,residential,10200,,,,19000.00,6000.00,rooftop,owned,Paid
10513,Bear,19701,05/07/2021,PV,residential,2970,,,,40279.00,2079.00,rooftop,owned,Paid
10514,Wilmington,19804,05/07/2021,PV,residential,7260,,,,50000.00,5082.00,rooftop,owned,Paid
10515,Wilmington,19809,05/07/2021,PV,residential,9240,,,,54417.00,6000.00,rooftop,owned,Paid
10516,Rehoboth Beach,19971,06/18/2021,PV,residential,10075,,,,20304.00,6000.00,rooftop,owned,Paid
10517,Wilmington,19803,06/02/2021,PV,residential,6840,,,,17784.00,4788.00,rooftop,owned,Paid
10518,Felton,19943,07/22/2021,PV,residential,8840,,,,17955.00,6000.00,rooftop,owned,Paid
10519,Georgetown,19947,06/01/2021,PV,non_residential,282575,,,,1200000.00,30000.00,rooftop,owned,Paid
10520,Rehoboth Beach,19971,03/18/2022,Geothermal,residential,,4,,,12930.00,3000.00,,,Paid
10521,Frankford,19945,08/18/2021,Geothermal,residential,,4,,,38335.00,3000.00,,,Unpaid
10522,Middletown,19709,06/05/2021,PV,residential,10880,,,,20650.00,6000.00,rooftop,owned,Paid
10523,Middletown,19709,05/20/2021,PV,residential,8500,,,,21250.00,5950.00,rooftop,owned,Paid
10524,Newark,19702,07/22/2021,PV,residential,19000,,,,38000.00,6000.00,rooftop,owned,Paid
10525,Rehoboth Beach,19971,07/08/2021,PV,residential,7260,,,,18813.00,3000.00,rooftop,owned,Paid
10526,Middletown,19709,10/01/2021,PV,residential,8160,,,,22848.00,5712.00,ground,owned,Paid
10527,Middletown,19709,05/19/2021,PV,residential,3840,,,,48373.00,2688.00,rooftop,owned,Paid
10528,Dover,19901,05/19/2021,PV,residential,11550,,,,78985.00,6000.00,rooftop,owned,Unpaid
10529,Georgetown,19947,07/08/2021,PV,residential,5280,,,,12566.00,3696.00,rooftop,owned,Paid
10530,Lewes,19958,08/15/2021,PV,non_profit,36300,,,,110715.00,50000.00,rooftop,owned,Paid
10531,Neward,19702,07/14/2021,PV,residential,4800,,,,22327.00,3360.00,rooftop,owned,Paid
10532,Middletown,19709,06/11/2021,PV,residential,6270,,,,18270.00,4389.00,rooftop,owned,Paid
10533,Middletown,19709,06/03/2021,PV,residential,8880,,,,24420.00,6000.00,rooftop,owned,Paid
10534,MIDDLETOWN,19709,06/09/2021,PV,residential,8160,,,,16400.00,5712.00,rooftop,owned,Paid
10535,Rehoboth Beach,19971,06/22/2021,PV,residential,10240,,,,33318.00,6000.00,rooftop,owned,Paid
10536,Newark,19702,06/24/2021,PV,residential,11340,,,,57788.00,6000.00,rooftop,owned,Paid
10537,New Castle,19720,06/28/2021,PV,residential,9800,,,,39583.00,6000.00,rooftop,owned,Paid
10538,Wilmington,19808,06/16/2021,PV,residential,9450,,,,44545.00,6000.00,rooftop,owned,Paid
10539,New Castle,19720,04/19/2022,PV,residential,9490,,,,56940.00,6000.00,rooftop,owned,Paid
10540,Dover,19901,07/06/2021,PV,residential,4900,,,,21118.00,3430.00,rooftop,owned,Paid
10541,Wilmington,19807,05/25/2021,PV,residential,12000,,,,32880.00,6000.00,rooftop,owned,Paid
10543,Newark,19711,05/25/2021,PV,residential,6270,,,,48196.00,4389.00,rooftop,owned,Paid
10544,Townsend,19734,05/25/2021,PV,residential,9240,,,,34177.00,6000.00,rooftop,owned,Paid
10545,Newark,19711,05/25/2021,PV,residential,7590,,,,50000.00,5313.00,rooftop,owned,Paid
10546,Claymont,19703,05/25/2021,PV,residential,2640,,,,18491.00,1848.00,rooftop,owned,Paid
10548,Wilmington,19808,07/04/2021,PV,residential,9490,,,,26850.00,6000.00,rooftop,owned,Paid
10549,Newark,19711,05/26/2021,PV,residential,15360,,,,55885.00,6000.00,rooftop,owned,Unpaid
10550,Ocean View,19970,10/28/2021,PV,residential,5760,,,,13953.00,4032.00,rooftop,owned,Paid
10551,Delmar,19940,06/18/2021,PV,residential,14600,,,,28000.00,6000.00,rooftop,owned,Paid
10552,Middletown,19709,05/28/2021,PV,residential,13600,,,,57000.00,6000.00,rooftop,owned,Paid
10554,Wilmington,19810,06/24/2021,PV,residential,6650,,,,22416.00,4655.00,rooftop,owned,Paid
10555,Bear,19701,05/28/2021,PV,residential,7920,,,,38085.00,5544.00,rooftop,owned,Paid
10557,Wilmington,19808,06/03/2021,PV,residential,8760,,,,36150.00,6000.00,rooftop,owned,Paid
10559,Newark,19711,07/22/2021,PV,residential,10880,,,,23000.00,6000.00,rooftop,owned,Paid
10560,Bear,19701,06/28/2021,PV,residential,9125,,,,44712.00,6000.00,rooftop,owned,Paid
10561,Newark,19702,06/23/2021,PV,residential,7000,,,,20650.00,4900.00,rooftop,owned,Paid
10563,Middletown,19709,06/14/2021,PV,residential,8840,,,,22542.00,6000.00,rooftop,owned,Paid
10565,Felton,19943,07/21/2021,PV,residential,9765,,,,39442.00,6000.00,rooftop,owned,Paid
10566,New Castle,19720,08/09/2021,PV,residential,6300,,,,26267.00,4410.00,rooftop,owned,Paid
10567,Middletown,19709,06/29/2021,PV,residential,7480,,,,18700.00,5236.00,rooftop,owned,Paid
10568,Rehoboth Beach,19971,07/15/2021,PV,residential,12410,,,,28295.00,6000.00,rooftop,owned,Paid
10569,Millville,19967,08/05/2021,PV,residential,10540,,,,22000.00,6000.00,rooftop,owned,Paid
10570,Middletown,19709,08/31/2021,PV,residential,5490,,,,17294.00,3843.00,rooftop,owned,Paid
10571,Rehoboth Beach,19971,02/08/2022,PV,residential,9600,,,,28880.00,6000.00,rooftop,owned,Paid
10572,Newark,19702,06/17/2021,PV,non_profit,36000,,,,88400.00,44200.00,ground,owned,Paid
10573,Bear,19701,06/25/2021,PV,residential,8050,,,,33564.00,5635.00,rooftop,owned,Paid
10574,Claymont,19703,04/25/2022,PV,residential,8760,,,,37668.00,6000.00,rooftop,owned,Paid
10575,Wilmington,19802,07/26/2021,PV,residential,4900,,,,26322.00,3430.00,rooftop,owned,Paid
10576,Wilmington,19803,06/25/2021,PV,residential,5600,,,,36943.00,3920.00,rooftop,owned,Paid
10577,Middletown,19709,07/02/2021,PV,residential,9100,,,,38475.00,6000.00,rooftop,owned,Paid
10578,Middletown,19709,07/09/2021,PV,residential,8760,,,,38544.00,6000.00,rooftop,owned,Paid
10579,Townsend,19734,04/14/2022,PV,residential,10950,,,,43800.00,6000.00,rooftop,owned,Paid
10580,Newark,19711,12/17/2021,PV,residential,3650,,,,14600.00,2555.00,rooftop,owned,Paid
10581,Wilmington,19808,07/22/2021,PV,residential,8640,,,,17150.00,6000.00,rooftop,owned,Paid
10582,Rehoboth Beach,19971,03/24/2022,PV,residential,7665,,,,21079.00,5365.50,rooftop,owned,Paid
10584,Bear,19701,07/08/2021,PV,residential,4550,,,,23380.00,3185.00,rooftop,owned,Paid
10585,Hockessin,19707,08/16/2021,PV,residential,7600,,,,19760.00,5320.00,rooftop,owned,Paid
10586,New Castle,19720,07/02/2021,PV,residential,8910,,,,35454.00,6000.00,rooftop,owned,Paid
10587,WILMINGTON,19810-2044,06/21/2021,PV,residential,7040,,,,22840.00,3136.00,rooftop,owned,Paid
10588,Middletown,19709,08/19/2021,PV,residential,8050,,,,34613.00,5635.00,rooftop,owned,Paid
10589,Middletown,19709,06/27/2021,PV,residential,4760,,,,9567.00,3332.00,rooftop,owned,Paid
10590,Townsend,19734,08/17/2021,PV,residential,7350,,,,28500.00,5145.00,rooftop,owned,Paid
10591,Camden,19934,07/19/2021,PV,residential,14280,,,,73984.00,6000.00,rooftop,owned,Paid
10592,New Castle,19720,06/23/2021,PV,residential,7920,,,,51490.00,5544.00,rooftop,owned,Paid
10593,Middletown,19709,07/01/2021,PV,residential,7260,,,,28605.00,5082.00,rooftop,owned,Paid
10594,Felton,19943,07/14/2021,PV,residential,5280,,,,37000.00,3696.00,rooftop,owned,Paid
10595,Camden-Wyoming,19934,07/02/2021,PV,residential,7920,,,,31721.00,5544.00,rooftop,owned,Paid
10596,Seaford,19973,07/14/2021,PV,residential,7590,,,,69588.00,5313.00,rooftop,owned,Unpaid
10597,middletown,19709,07/01/2021,PV,residential,7260,,,,50000.00,5082.00,rooftop,owned,Paid
10598,SMYRNA,19977,07/01/2021,PV,residential,4950,,,,19686.00,3465.00,rooftop,owned,Paid
10600,Wilmington,19808,07/01/2021,PV,residential,7920,,,,29000.00,5544.00,rooftop,owned,Paid
10601,Middletown,19709,07/15/2021,PV,residential,13300,,,,36750.00,6000.00,rooftop,owned,Paid
10602,Townsend,19734,07/01/2021,PV,residential,5610,,,,39049.00,3927.00,rooftop,owned,Paid
10603,Ocean View,19970,08/09/2021,PV,residential,6120,,,,13750.00,4284.00,rooftop,owned,Paid
10604,Middleton,19709,07/14/2021,PV,residential,9240,,,,67923.00,6000.00,rooftop,owned,Paid
10605,camden-wyoming,19934,07/14/2021,PV,residential,8580,,,,62003.00,6000.00,rooftop,owned,Unpaid
10606,Middletown,19709,07/01/2021,PV,residential,11880,,,,56248.00,6000.00,rooftop,owned,Paid
10607,Clarksville,19939,08/24/2021,PV,residential,16100,,,,32000.00,6000.00,rooftop,owned,Paid
10608,Rehoboth Beach,19971,08/04/2021,PV,residential,9600,,,,23250.00,6000.00,rooftop,owned,Paid
10609,Bear,19701,07/01/2021,PV,residential,4290,,,,32580.00,3003.00,rooftop,owned,Paid
10610,Rehoboth Beach,19971,08/24/2021,PV,residential,7560,,,,36272.00,5292.00,rooftop,owned,Paid
10611,Bear,19701,08/13/2021,PV,residential,7700,,,,31101.00,5390.00,rooftop,owned,Paid
10612,Lewes,19958,08/25/2021,PV,residential,12800,,,,26000.00,6000.00,rooftop,owned,Paid
10613,Rehoboth Beach,19971,10/04/2021,PV,residential,5850,,,,30200.00,4095.00,rooftop,owned,Paid
10614,Townsend,19734,07/06/2021,PV,residential,7140,,,,18564.00,4998.00,rooftop,owned,Paid
10615,Townsend,19734,08/02/2021,PV,residential,6300,,,,26965.00,4410.00,rooftop,owned,Paid
10616,Middletown,19709,07/13/2021,PV,residential,7480,,,,19448.00,5236.00,rooftop,owned,Paid
10618,Ocean View,19970,04/06/2022,PV,residential,4875,,,,26900.00,3412.50,rooftop,owned,Paid
10619,New Castle,19720,08/14/2021,PV,residential,8740,,,,19500.00,6000.00,rooftop,owned,Paid
10620,Middletown,19709,07/12/2021,PV,residential,9860,,,,24847.00,6000.00,ground,owned,Paid
10621,Wilmington,19808,07/29/2021,PV,residential,9860,,,,34510.00,6000.00,rooftop,owned,Unpaid
10622,Middletown,19709,07/23/2021,PV,residential,12070,,,,48065.00,6000.00,rooftop,owned,Paid
10623,Townsend,19734,08/09/2021,PV,residential,22050,,,,99979.00,6000.00,ground,owned,Unpaid
10624,Camden,19934,12/03/2021,PV,residential,3500,,,,15488.00,2450.00,rooftop,owned,Paid
10625,Wilmington,19808,08/09/2021,PV,residential,6650,,,,26860.00,4655.00,rooftop,owned,Paid
10626,Newark,19702,07/30/2021,PV,residential,14350,,,,40898.00,6000.00,rooftop,owned,Paid
10627,Bear,19701,07/27/2021,PV,residential,8880,,,,38000.00,6000.00,rooftop,owned,Paid
10628,Newark,19702,07/27/2021,PV,residential,8395,,,,35259.00,5876.50,rooftop,owned,Paid
10629,Middletown,19709,07/14/2021,PV,residential,8760,,,,39420.00,6000.00,rooftop,owned,Paid
10630,Wilmington,19803,07/28/2021,PV,residential,7400,,,,34780.00,5180.00,rooftop,owned,Paid
10631,Middletown,19709,06/22/2022,PV,residential,5550,,,,23310.00,4440.00,rooftop,owned,Unpaid
10632,Millsboro,19966,12/15/2021,PV,residential,24820,,,,49000.00,6000.00,rooftop,owned,Paid
10633,Claymont,19703,09/07/2021,PV,residential,9750,,,,48673.00,6000.00,rooftop,owned,Paid
10634,Rehoboth Beach,19971,08/08/2022,PV,residential,6175,,,,31500.00,4940.00,rooftop,owned,Paid
10635,Middletown,19709,08/23/2021,PV,residential,8050,,,,43367.00,5635.00,ground,owned,Paid
10637,Millville,19970,10/12/2021,PV,residential,12210,,,,27500.00,6000.00,rooftop,owned,Paid
10638,Middletown,19709,08/04/2021,PV,residential,10650,,,,48407.00,6000.00,rooftop,owned,Paid
10639,Bear,19701,08/04/2021,PV,residential,5250,,,,22409.00,3675.00,rooftop,owned,Unpaid
10640,Bear,19701,08/09/2021,PV,residential,9230,,,,45884.00,6000.00,rooftop,owned,Paid
10641,Middletown,19709,09/27/2021,PV,residential,7700,,,,25098.00,5390.00,rooftop,owned,Paid
10642,Bear,19701,07/29/2021,PV,residential,9250,,,,43475.00,6000.00,rooftop,owned,Paid
10643,Greenwood,19950,09/13/2021,PV,residential,7000,,,,32900.00,4900.00,rooftop,owned,Paid
10644,Middletown,19709,08/12/2021,PV,residential,5600,,,,23969.00,3920.00,rooftop,owned,Paid
10645,Bear,19701,01/21/2022,PV,residential,2840,,,,13576.00,1988.00,rooftop,owned,Paid
10647,Milton,19968,10/10/2021,PV,residential,10200,,,,20500.00,6000.00,rooftop,owned,Paid
10648,Rehoboth Beach,19971,09/28/2021,PV,residential,6120,,,,16000.00,4284.00,rooftop,owned,Paid
10649,Townsend,19734,07/27/2021,PV,residential,7820,,,,20332.00,5474.00,ground,owned,Paid
10650,Rehoboth Beach,19971,07/23/2021,PV,residential,9020,,,,38100.00,4018.00,rooftop,owned,Paid
10651,Wilmington,19803,08/05/2021,PV,residential,5200,,,,16172.00,3640.00,rooftop,owned,Paid
10652,Newark,19713,08/31/2021,PV,residential,4970,,,,21118.00,3479.00,rooftop,owned,Paid
10653,Newark,19713,08/16/2021,PV,residential,12070,,,,64208.00,6000.00,rooftop,owned,Paid
10654,Milton,19968,02/11/2022,PV,residential,9520,,,,20000.00,6000.00,rooftop,owned,Paid
10655,Ocean View,19970,12/07/2021,PV,residential,5760,,,,14112.00,4032.00,rooftop,owned,Unpaid
10657,Wilmington,19803,09/07/2021,PV,residential,10850,,,,23000.00,6000.00,rooftop,owned,Paid
10658,Laurel,19956,08/12/2021,PV,non_residential,26840,,,,64850.00,11088.00,rooftop,owned,Paid
10659,Delmar,19940,11/22/2021,PV,residential,6840,,,,30000.00,4788.00,rooftop,owned,Paid
10660,Newark,19711,09/16/2021,PV,residential,9855,,,,37879.00,6000.00,rooftop,owned,Paid
10661,Christiana,19702,08/03/2021,PV,residential,17160,,,,69326.00,6000.00,rooftop,owned,Paid
10663,Newark,19713,08/03/2021,PV,residential,2640,,,,24824.00,1848.00,rooftop,owned,Paid
10664,Lewes,19958,10/20/2021,PV,residential,7665,,,,21309.00,5365.50,rooftop,owned,Paid
10665,Smyrna,19977,10/26/2021,PV,residential,9900,,,,25047.00,6000.00,rooftop,owned,Unpaid
10666,Wilmington,19808-2408,08/31/2021,PV,residential,12600,,,,27465.00,6000.00,rooftop,owned,Paid
10667,Bethany Beach,19930,11/05/2021,PV,residential,11880,,,,31070.00,6000.00,rooftop,owned,Unpaid
10668,Ocean View,19970,08/06/2021,PV,residential,8160,,,,34000.00,5712.00,rooftop,owned,Paid
10669,Wilmington,19808,08/09/2021,PV,residential,8840,,,,22542.00,6000.00,rooftop,owned,Unpaid
10670,Wilmington,19808,08/17/2021,PV,residential,9520,,,,24272.00,6000.00,rooftop,owned,Paid
10671,Middletown,19709,09/20/2021,PV,residential,7500,,,,29293.00,5250.00,rooftop,owned,Paid
10672,Middletown,19709,02/02/2022,PV,residential,5680,,,,34793.00,3976.00,rooftop,owned,Paid
10673,Felton,19943,08/20/2021,PV,residential,4970,,,,25428.00,3479.00,rooftop,owned,Paid
10674,NEWARK,19711,10/07/2021,PV,residential,7400,,,,21486.00,5180.00,rooftop,owned,Paid
10675,Wilmington,19803,09/07/2021,PV,residential,12425,,,,52822.00,6000.00,rooftop,owned,Paid
10676,Millsboro,19966,09/13/2021,PV,residential,8160,,,,29376.00,5712.00,rooftop,owned,Paid
10677,Wilmington,19803,08/11/2021,PV,non_profit,34675,,,,78868.00,39434.00,rooftop,owned,Paid
10678,Newark,19702,09/07/2021,PV,residential,5600,,,,22800.00,3920.00,rooftop,owned,Paid
10680,Middletown,19709,10/12/2021,PV,residential,4440,,,,19536.00,3108.00,rooftop,owned,Paid
10681,Millville,19967,11/12/2021,PV,residential,10540,,,,22000.00,6000.00,rooftop,owned,Paid
10682,Frankford,19945,08/17/2021,PV,non_residential,51040,,,,115700.00,30000.00,rooftop,owned,Paid
10683,New Castle,19720,10/11/2021,PV,residential,9450,,,,44000.00,6000.00,rooftop,owned,Paid
10685,Lewes,19958,10/12/2021,PV,residential,9180,,,,18750.00,6000.00,rooftop,owned,Paid
10686,Wilmington,19810,09/07/2021,PV,residential,7040,,,,26970.00,4928.00,rooftop,owned,Paid
10687,Frederica,19946,01/13/2022,PV,residential,2880,,,,16100.00,2016.00,rooftop,owned,Paid
10688,Rehoboth Beach,19971,03/01/2022,PV,residential,8760,,,,28712.00,6000.00,rooftop,owned,Paid
10689,Rehoboth Beach,19971,05/10/2022,PV,residential,8250,,,,32800.00,5775.00,rooftop,owned,Paid
10690,Frederica,19946,08/18/2021,PV,residential,9125,,,,20882.00,6000.00,rooftop,owned,Paid
10691,Milton,19968,02/24/2022,PV,residential,10880,,,,22500.00,6000.00,rooftop,owned,Paid
10692,Middletown,19709,08/30/2021,PV,residential,12920,,,,32946.00,6000.00,rooftop,owned,Paid
10693,Bear,19701,09/14/2021,PV,residential,12240,,,,31457.00,6000.00,rooftop,owned,Paid
10694,Townsend,19734,09/07/2021,PV,residential,8160,,,,21216.00,5712.00,rooftop,owned,Paid
10695,Rehoboth Beach,19971,08/27/2021,Geothermal,residential,,7,,,68466.00,5000.00,,,Paid
10696,Rehoboth Beach,19971,08/27/2021,Geothermal,residential,,7,,,69152.00,5000.00,,,Unpaid
10697,Rehoboth Beach,19971,09/02/2021,Geothermal,residential,,9,,,64203.00,5000.00,,,Paid
10698,Rehoboth Beach,19971,01/18/2022,Geothermal,residential,,9,,,80278.00,5000.00,,,Paid
10699,Delmar,19940,11/17/2021,PV,residential,10500,,,,25000.00,6000.00,rooftop,owned,Paid
10700,Newark,19702,10/26/2021,PV,residential,12800,,,,37800.00,6000.00,rooftop,owned,Paid
10701,Newark,19711,04/25/2022,PV,residential,5920,,,,29600.00,4144.00,rooftop,owned,Paid
10702,Rehoboth Beach,19971,11/02/2021,PV,residential,15330,,,,33481.00,6000.00,rooftop,owned,Paid
10703,Lewes,19958,10/12/2021,PV,residential,4760,,,,11900.00,3332.00,rooftop,owned,Unpaid
10705,Townsend,19734,08/26/2021,PV,residential,9240,,,,38937.00,6000.00,rooftop,owned,Paid
10706,Seaford,19973,09/02/2021,PV,residential,10890,,,,44628.00,6000.00,rooftop,owned,Paid
10708,Newark,19702,10/04/2021,PV,residential,9600,,,,37524.00,6000.00,rooftop,owned,Paid
10709,Townsend,19734,08/27/2021,PV,residential,5120,,,,27372.00,3584.00,rooftop,owned,Unpaid
10710,Newark,19702,11/11/2021,PV,residential,5920,,,,25000.00,4144.00,rooftop,owned,Paid
10711,Newark,19711,09/10/2021,PV,residential,11840,,,,54464.00,6000.00,rooftop,owned,Paid
10712,Newark,19702,10/12/2021,PV,residential,5180,,,,25000.00,3626.00,rooftop,owned,Paid
10713,Wilmington,19803,04/25/2022,PV,residential,9620,,,,38480.00,6000.00,rooftop,owned,Paid
10714,Delaware City,19706,03/16/2023,PV,residential,8760,,,,48098.00,7008.00,rooftop,owned,Unpaid
10715,Lewes,19958,09/04/2021,PV,residential,11680,,,,26079.00,6000.00,rooftop,owned,Paid
10716,Middletown,19709,02/06/2023,PV,residential,5550,,,,23310.00,4440.00,rooftop,owned,Unpaid
10717,Townsend,19734,10/12/2021,PV,residential,11100,,,,43000.00,6000.00,rooftop,owned,Paid
10718,Middletown,19709,08/30/2021,PV,residential,9240,,,,38937.00,6000.00,rooftop,owned,Paid
10719,Middletown,19709,08/30/2021,PV,residential,10880,,,,63857.00,6000.00,rooftop,owned,Paid
10720,Middletown,19709,08/30/2021,PV,residential,6720,,,,31104.00,4704.00,rooftop,owned,Paid
10721,Seaford,19973,08/30/2021,PV,residential,10560,,,,45000.00,6000.00,rooftop,owned,Paid
10722,Middletown,19709,08/30/2021,PV,residential,6930,,,,29932.00,4851.00,ground,owned,Paid
10724,Newark,19702,08/31/2021,PV,residential,9240,,,,36220.00,6000.00,rooftop,owned,Paid
10725,Bear,19701,08/31/2021,PV,residential,6270,,,,26857.00,4389.00,rooftop,owned,Paid
10727,Bethany Beach,19930,02/15/2022,PV,residential,6120,,,,14000.00,4284.00,rooftop,owned,Paid
10728,Hockessin,19707,09/01/2021,PV,residential,11520,,,,43758.00,6000.00,rooftop,owned,Paid
10729,New Castle,19720,09/01/2021,PV,residential,6600,,,,53755.00,4620.00,rooftop,owned,Paid
10730,New Castle,19720,09/02/2021,PV,residential,8250,,,,65781.00,5775.00,rooftop,owned,Paid
10731,Wilmington,19805,09/01/2021,PV,residential,4620,,,,20937.00,3234.00,rooftop,owned,Paid
10732,Newark,19713,09/02/2021,PV,residential,10560,,,,45485.00,6000.00,rooftop,owned,Paid
10733,Middletown,19709,09/01/2021,PV,residential,3630,,,,50188.00,2541.00,rooftop,owned,Paid
10734,Bear,19701,09/01/2021,PV,residential,7590,,,,32670.00,5313.00,rooftop,owned,Paid
10735,Townsend,19734,09/01/2021,PV,residential,12210,,,,75176.00,6000.00,rooftop,owned,Paid
10736,New Castle,19720,09/01/2021,PV,residential,3630,,,,38951.00,2541.00,rooftop,owned,Paid
10737,Townsend,19734,09/01/2021,PV,residential,10230,,,,73834.00,6000.00,rooftop,owned,Paid
10738,Bridgeville,19933,09/02/2021,PV,residential,9570,,,,68465.00,6000.00,rooftop,owned,Paid
10739,Middletown,19709,09/02/2021,PV,residential,10880,,,,43001.00,6000.00,rooftop,owned,Paid
10740,Middletown,19709,09/02/2021,PV,residential,5760,,,,28407.00,4032.00,rooftop,owned,Paid
10741,Rehoboth Beach,19971,01/17/2022,Geothermal,residential,,7,,,66257.00,5000.00,,,Unpaid
10742,Middletown,19709,09/02/2021,PV,residential,12870,,,,57091.00,6000.00,rooftop,owned,Paid
10743,Rehoboth Beach,19971,11/01/2021,Geothermal,residential,,6,,,54490.00,4400.00,,,Paid
10744,Middletown,19709,09/02/2021,PV,residential,14520,,,,118927.00,6000.00,rooftop,owned,Paid
10745,Milton,19968,09/06/2021,PV,residential,10220,,,,25857.00,6000.00,rooftop,owned,Paid
10746,Milford,19963,09/03/2021,PV,residential,6270,,,,25515.00,4389.00,rooftop,owned,Paid
10747,New Castle,19720,09/03/2021,PV,residential,2310,,,,18963.00,1617.00,rooftop,owned,Paid
10748,Laurel,19956,02/15/2022,PV,residential,7740,,,,16000.00,5418.00,rooftop,owned,Paid
10749,Middletown,19709,09/07/2021,PV,residential,4620,,,,19151.00,3234.00,rooftop,owned,Paid
10751,Middletown,19709,09/07/2021,PV,residential,7920,,,,32322.00,5544.00,rooftop,owned,Paid
10752,Bear,19701,09/07/2021,PV,residential,6600,,,,50625.00,4620.00,rooftop,owned,Unpaid
10753,Wilmington,19810,09/07/2021,PV,residential,10890,,,,43586.00,6000.00,ground,owned,Paid
10754,New Castle,19720,09/07/2021,PV,residential,6600,,,,29013.00,4620.00,rooftop,owned,Unpaid
10755,Newark,19702,09/07/2021,PV,residential,4620,,,,27576.00,3234.00,rooftop,owned,Paid
10756,Bear,19701,09/07/2021,PV,residential,6270,,,,50000.00,4389.00,rooftop,owned,Paid
