region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
10003000500,Delaware,39.75907897949219,39.75027847290039,-75.53189849853516,-75.54833984375,39.75449752807617,-75.5400619506836,1020.0,715.0,96.54867256637168,65.53620531622364,943.0,2477.0,1197.0,2364.0,11783.0,15.0,18764.0,3.75,4691.0,252928.20178222653,791396.8586364745,321147.4109924317,695759.5749328615,3480555.628076172,4472.365478515625,5541787.674420164,"[[0,467],[5,180],[10,23],[15,14],[20,9],[25,6],[30,2],[35,3],[40,2],[45,2],[50,4],[55,1],[100,1],[405,1]]",3521.58789546949,0.0
10003000601,Delaware,39.75918960571289,39.74605178833008,-75.52166748046875,-75.53594970703125,39.75270462036133,-75.52900695800781,1020.0,365.0,96.33649932157395,51.40845070422535,953.0,3204.0,3786.0,2653.0,24105.0,19.0,34701.0,4.75,8675.25,249198.29335327147,1024781.0679016112,1129204.9326538085,783847.0700256346,7330968.437499998,5575.429736328125,10517999.801434318,"[[0,192],[5,64],[10,29],[15,18],[20,6],[25,10],[30,9],[35,8],[40,4],[45,3],[50,1],[60,3],[75,2],[85,1],[95,1],[110,2],[125,1],[135,1],[140,1],[165,2],[170,1],[190,1],[280,1],[320,1],[845,1],[925,1],[1435,1]]",6683.774796398541,0.0
10003000602,Delaware,39.756248474121094,39.74332046508789,-75.53143310546875,-75.54385375976562,39.7497444152832,-75.53682708740234,1020.0,439.0,93.9929328621908,55.0125313283208,727.0,1671.0,1310.0,602.0,22960.0,15.0,27270.0,3.75,6817.5,193474.86026611328,530901.5582092284,400464.91653442365,166094.6844421386,6913295.9540161155,4426.768872070313,8204231.973468019,"[[0,276],[5,72],[10,25],[15,9],[20,9],[25,9],[30,3],[35,2],[40,5],[50,2],[60,6],[65,2],[70,2],[75,1],[80,2],[85,1],[100,1],[115,1],[125,1],[160,1],[180,1],[195,1],[205,1],[230,1],[235,1],[270,1],[345,1],[450,1],[510,1]]",5213.46643119301,0.0
10003000900,Delaware,39.75027847290039,39.73957061767578,-75.53703308105469,-75.54570007324219,39.74518585205078,-75.54136657714844,1020.0,384.0,91.43167028199566,45.55160142348755,588.0,1678.0,1595.0,1435.0,15274.0,15.0,20570.0,3.75,5142.5,156529.3281433106,534869.8479553224,483860.1031494139,383283.4008605957,4565321.950103761,4527.810961914062,6123864.630212402,"[[0,266],[5,75],[10,17],[15,1],[20,4],[25,3],[30,4],[35,1],[40,1],[45,1],[70,1],[90,1],[115,1],[135,1],[140,1],[145,1],[220,1],[330,1],[365,1],[475,1],[1050,1]]",3891.4748854044,0.0
10003001100,Delaware,39.76060104370117,39.751678466796875,-75.5525131225586,-75.56330871582031,39.756046295166016,-75.55751037597656,1020.0,350.0,99.79423868312756,72.16494845360825,310.0,2089.0,973.0,1519.0,10520.0,19.0,15411.0,4.75,3852.75,83446.22438354495,634992.7522399902,268636.9051696778,450257.47233886726,3085502.1918212892,5500.971728515625,4522835.54595337,"[[0,180],[5,114],[10,19],[15,7],[20,8],[25,1],[30,4],[35,1],[45,2],[55,1],[65,1],[75,1],[85,1],[90,1],[95,1],[105,2],[120,1],[125,2],[160,1],[180,1],[265,1]]",2874.083932400935,0.0
10003001200,Delaware,39.76274108886719,39.754390716552734,-75.55767059326172,-75.56816101074219,39.75873947143555,-75.56316375732422,1020.0,549.0,98.6737400530504,73.79032258064517,1034.0,1677.0,1433.0,1283.0,13151.0,17.0,18578.0,4.25,4644.5,280306.5193725586,531706.6668579103,420546.1360290528,373827.27371215814,3930766.972662354,5051.950512695313,5537153.568634041,"[[0,333],[5,140],[10,32],[15,6],[20,8],[25,6],[30,6],[35,2],[40,1],[45,4],[70,1],[80,4],[100,1],[110,1],[135,1],[170,1],[180,1],[215,1]]",3518.643103679992,0.0
10003001200,Delaware,39.76274108886719,39.754390716552734,-75.55767059326172,-75.56816101074219,39.75873947143555,-75.56316375732422,,0.0,0.1326259946949602,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,4.25,,0.0,0.0,0.0,0.0,0.0,5051.950512695313,,"[[0,333],[5,140],[10,32],[15,6],[20,8],[25,6],[30,6],[35,2],[40,1],[45,4],[70,1],[80,4],[100,1],[110,1],[135,1],[170,1],[180,1],[215,1]]",0.0,0.0
10003001300,Delaware,39.77096939086914,39.7529182434082,-75.55663299560547,-75.58048248291016,39.76311492919922,-75.56944274902344,1020.0,881.0,99.67400162999184,72.03597710547834,1896.0,9996.0,8796.0,4541.0,21777.0,22.0,47006.0,5.5,11751.5,508018.28476562497,3063275.50571289,2554292.8541320814,1273568.529547119,6423055.191912846,6559.980419921875,13822210.36607055,"[[0,364],[5,350],[10,83],[15,26],[20,12],[25,9],[30,2],[35,3],[40,3],[45,2],[55,1],[60,1],[70,3],[90,2],[100,1],[105,1],[125,1],[145,1],[150,1],[170,1],[180,1],[195,1],[200,2],[210,1],[225,1],[255,1],[305,1],[360,1],[415,1],[430,1],[455,1],[470,1],[600,1]]",8783.470528556461,0.0
10003001400,Delaware,39.756160736083984,39.74781036376953,-75.56080627441406,-75.57199096679688,39.75203704833984,-75.56645202636719,1020.0,606.0,96.98660714285714,69.73532796317606,441.0,1847.0,2297.0,1924.0,18851.0,16.0,25360.0,4.0,6340.0,117079.813684082,581811.1512878418,678965.8742492676,533349.3849304199,5631292.590270994,4974.526220703125,7542498.814422607,"[[0,372],[5,170],[10,17],[15,6],[20,11],[25,4],[30,2],[35,2],[40,3],[50,2],[55,1],[65,1],[80,2],[85,1],[90,1],[110,2],[130,1],[140,1],[150,1],[170,1],[190,1],[200,1],[310,1],[485,1],[495,1]]",4792.961060032448,0.0
10003001400,Delaware,39.756160736083984,39.74781036376953,-75.56080627441406,-75.57199096679688,39.75203704833984,-75.56645202636719,,0.0,0.1116071428571428,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,4.0,,0.0,0.0,0.0,0.0,0.0,4974.526220703125,,"[[0,372],[5,170],[10,17],[15,6],[20,11],[25,4],[30,2],[35,2],[40,3],[50,2],[55,1],[65,1],[80,2],[85,1],[90,1],[110,2],[130,1],[140,1],[150,1],[170,1],[190,1],[200,1],[310,1],[485,1],[495,1]]",0.0,0.0
10003001500,Delaware,39.753631591796875,39.74559020996094,-75.55513763427734,-75.56478881835938,39.74968338012695,-75.5599136352539,1020.0,399.0,98.47457627118644,68.67469879518072,503.0,1727.0,1738.0,583.0,7874.0,17.0,12425.0,4.25,3106.25,133260.9521972656,532248.9268066407,511809.7626831054,158784.12113037106,2338585.2699768073,4841.933483886719,3674689.032794192,"[[0,252],[5,108],[10,18],[15,4],[20,3],[25,1],[30,2],[40,1],[45,1],[50,1],[60,1],[70,1],[75,1],[80,1],[95,2],[155,1],[345,1]]",2335.1202135070052,0.0
10003001600,Delaware,39.75128936767578,39.742828369140625,-75.55143737792969,-75.55931091308594,39.74679946899414,-75.55502319335938,1020.0,411.0,96.23233908948194,67.04730831973899,468.0,1371.0,1645.0,1298.0,11149.0,18.0,15931.0,4.5,3982.75,126169.47130126951,438887.23981933587,500275.0158386231,357606.2976745605,3301687.983361817,5212.421423339843,4724626.007995604,"[[0,224],[5,115],[10,29],[15,14],[20,9],[25,4],[30,2],[35,2],[50,2],[55,1],[65,1],[80,1],[105,1],[120,2],[170,1],[180,1],[205,1],[275,1]]",3002.313826849837,0.0
10003001902,Delaware,39.736568450927734,39.69675064086914,-75.5081787109375,-75.5604476928711,39.71880340576172,-75.53253936767578,1020.0,464.0,97.1518987341772,75.57003257328991,3808.0,6063.0,9086.0,7177.0,132856.0,33.0,158990.0,8.25,39747.5,1017688.40725708,1967683.560131836,2721223.087744141,2074787.0179260252,40372524.57971801,10284.688720703123,48153906.65277706,"[[0,168],[5,72],[10,21],[15,27],[20,18],[25,12],[30,18],[35,14],[40,7],[45,7],[50,7],[55,5],[60,3],[65,4],[70,4],[75,1],[80,2],[90,1],[95,3],[100,7],[105,1],[110,3],[115,2],[120,1],[130,4],[135,1],[140,4],[145,2],[150,1],[155,2],[165,2],[185,2],[190,1],[195,2],[205,3],[210,2],[220,1],[230,1],[255,1],[305,1],[320,1],[335,1],[370,3],[470,1],[490,1],[495,1],[525,1],[540,2],[600,1],[615,1],[700,1],[755,1],[965,1],[975,1],[985,1],[1085,1],[1255,1],[1345,1],[1570,1],[1985,1],[2190,1],[2365,1],[4355,1]]",30599.91193288192,0.0
10003002100,Delaware,39.74559020996094,39.73970031738281,-75.55255889892578,-75.56197357177734,39.742431640625,-75.55732727050781,1020.0,347.0,97.51434034416826,68.03921568627452,532.0,2594.0,1480.0,710.0,8297.0,17.0,13613.0,4.25,3403.25,141353.4954833984,833953.0075073245,444741.9243347167,195470.2900512696,2502254.005340576,5233.961639404297,4117772.7227172833,"[[0,207],[5,92],[10,20],[15,5],[20,7],[30,1],[35,1],[40,3],[45,1],[55,1],[60,1],[75,1],[80,1],[85,1],[95,1],[110,1],[180,2],[455,1]]",2616.682454932354,0.0
10003002200,Delaware,39.74781036376953,39.74169158935547,-75.55931091308594,-75.56742858886719,39.744747161865234,-75.56336975097656,1020.0,520.0,96.83210137275609,56.706652126499456,601.0,1162.0,819.0,393.0,7686.0,14.0,10661.0,3.5,2665.25,162245.5910095215,371542.928076172,249880.2142578125,110966.6778076172,2297120.94122925,4149.088024902344,3191756.3523803717,"[[0,392],[5,99],[10,8],[15,7],[20,2],[25,3],[30,2],[40,2],[55,2],[60,2],[75,1]]",2028.235507418029,0.0
10003002300,Delaware,39.75075149536133,39.743919372558594,-75.56478881835938,-75.57463836669922,39.74732971191406,-75.56971740722656,1020.0,621.0,94.87648673376027,59.884281581485055,658.0,1671.0,1317.0,878.0,10288.0,15.0,14812.0,3.75,3703.0,177733.46290283202,537643.2804992676,400600.6014160157,244588.62029418943,3075427.334710693,4396.898822021484,4435993.299822998,"[[0,442],[5,123],[10,20],[15,7],[20,7],[25,6],[30,6],[35,2],[40,4],[50,1],[65,1],[135,1],[145,1]]",2818.8991038302315,0.0
10003002400,Delaware,39.75836181640625,39.741329193115234,-75.57012939453125,-75.5885009765625,39.75066375732422,-75.57965850830078,,0.0,0.0765696784073506,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,4.75,,0.0,0.0,0.0,0.0,0.0,5505.480816650391,,"[[0,473],[5,217],[10,70],[15,27],[20,21],[25,17],[30,16],[35,4],[40,10],[45,5],[50,7],[55,5],[60,2],[65,2],[70,2],[75,2],[80,1],[85,2],[95,1],[100,1],[105,1],[110,1],[115,2],[120,2],[125,1],[130,1],[135,2],[140,1],[145,1],[150,1],[170,1],[200,1],[230,1],[275,1],[1225,1]]",0.0,0.0
10003002400,Delaware,39.75836181640625,39.741329193115234,-75.57012939453125,-75.5885009765625,39.75066375732422,-75.57965850830078,1020.0,903.0,98.08575803981624,70.49180327868852,1399.0,8738.0,7653.0,3861.0,26388.0,19.0,48039.0,4.75,12009.75,367540.56113281264,2769982.9316284177,2298908.594781493,1030805.3066650388,7930252.541674805,5505.480816650391,14397489.935882574,"[[0,473],[5,217],[10,70],[15,27],[20,21],[25,17],[30,16],[35,4],[40,10],[45,5],[50,7],[55,5],[60,2],[65,2],[70,2],[75,2],[80,1],[85,2],[95,1],[100,1],[105,1],[110,1],[115,2],[120,2],[125,1],[130,1],[135,2],[140,1],[145,1],[150,1],[170,1],[200,1],[230,1],[275,1],[1225,1]]",9149.038047303546,0.0
10003002500,Delaware,39.74686813354492,39.735321044921875,-75.56742858886719,-75.58403778076172,39.741455078125,-75.5747299194336,1020.0,676.0,98.20485744456175,72.68817204301075,1254.0,4180.0,2946.0,1184.0,15165.0,17.0,24729.0,4.25,6182.25,330257.19530639646,1335585.2421691893,884102.3955322265,330735.49275512696,4557711.0850708,4997.775463867188,7438391.4108337425,"[[0,421],[5,181],[10,37],[15,12],[20,7],[25,1],[30,3],[40,1],[45,1],[65,1],[70,1],[75,1],[85,1],[115,1],[125,1],[150,1],[215,1],[230,1],[255,1],[280,1],[880,1]]",4726.804903599473,0.0
10003002600,Delaware,39.743919372558594,39.73500061035156,-75.55911254882812,-75.57325744628906,39.7397575378418,-75.56668853759766,1020.0,680.0,94.58128078817734,50.595238095238095,214.0,856.0,1439.0,812.0,12488.0,13.0,15809.0,3.25,3952.25,57838.95930175781,271769.28071899415,436239.67005004885,220361.324194336,3766155.4287536624,3892.559124755859,4752364.6630188,"[[0,536],[5,102],[10,13],[15,5],[20,3],[25,6],[30,2],[35,2],[40,1],[50,2],[55,1],[65,2],[75,1],[100,1],[125,1],[155,1],[255,1]]",3019.9406500890536,0.0
10003002700,Delaware,39.7405891418457,39.7293701171875,-75.5501708984375,-75.57306671142578,39.73571014404297,-75.56278991699219,1020.0,461.0,92.41466498103668,63.06429548563611,1119.0,3298.0,4494.0,4109.0,34116.0,18.0,47136.0,4.5,11784.0,291330.0383239745,1065550.622814941,1296956.4009460446,1207512.7306457525,10256136.026324464,5535.104748535156,14117485.81905517,"[[0,240],[5,81],[10,38],[15,22],[20,10],[25,5],[30,5],[35,7],[40,4],[45,5],[50,5],[55,3],[60,5],[65,1],[80,1],[90,1],[95,2],[105,3],[115,1],[120,2],[125,1],[140,1],[180,1],[185,2],[190,1],[195,1],[225,1],[240,1],[245,2],[315,1],[385,2],[395,1],[410,1],[490,1],[520,1],[580,1],[910,1]]",8971.106454389497,0.0
10003002800,Delaware,39.75653076171875,39.73691940307617,-75.54332733154297,-75.55731201171875,39.74635696411133,-75.54988861083984,1020.0,452.0,96.32465543644716,71.86009538950715,1038.0,3024.0,2136.0,1297.0,63049.0,31.0,70544.0,7.75,17636.0,263892.9744445801,938745.6038574218,622293.984869385,358389.46268920886,18224662.25998536,9067.530017089844,20407984.28584595,"[[0,165],[5,91],[10,54],[15,26],[20,12],[25,7],[30,6],[35,6],[40,5],[45,1],[50,3],[55,3],[60,4],[65,2],[70,1],[75,2],[80,2],[85,3],[90,1],[95,1],[100,5],[105,3],[110,2],[115,1],[120,1],[125,3],[130,2],[135,1],[140,4],[145,2],[150,2],[155,1],[165,2],[170,1],[175,1],[180,1],[185,2],[195,2],[200,1],[205,1],[210,2],[225,1],[245,1],[250,1],[270,1],[275,1],[300,1],[320,1],[325,1],[330,1],[340,1],[350,1],[400,1],[415,1],[500,1],[560,1],[680,1],[970,1]]",12968.470582822572,0.0
10003002800,Delaware,39.75653076171875,39.73691940307617,-75.54332733154297,-75.55731201171875,39.74635696411133,-75.54988861083984,,0.0,0.6125574272588055,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,7.75,,0.0,0.0,0.0,0.0,0.0,9067.530017089844,,"[[0,165],[5,91],[10,54],[15,26],[20,12],[25,7],[30,6],[35,6],[40,5],[45,1],[50,3],[55,3],[60,4],[65,2],[70,1],[75,2],[80,2],[85,3],[90,1],[95,1],[100,5],[105,3],[110,2],[115,1],[120,1],[125,3],[130,2],[135,1],[140,4],[145,2],[150,2],[155,1],[165,2],[170,1],[175,1],[180,1],[185,2],[195,2],[200,1],[205,1],[210,2],[225,1],[245,1],[250,1],[270,1],[275,1],[300,1],[320,1],[325,1],[330,1],[340,1],[350,1],[400,1],[415,1],[500,1],[560,1],[680,1],[970,1]]",0.0,0.0
10003002900,Delaware,39.743560791015625,39.72859954833984,-75.52603149414062,-75.55103302001953,39.737022399902344,-75.53868103027344,1020.0,476.0,95.9792477302205,64.32432432432432,2125.0,12847.0,5410.0,4100.0,32061.0,21.0,56543.0,5.25,14135.75,557508.0023376462,4144037.1253723134,1639386.5751220707,1096555.377520752,9587292.033007814,6181.90556640625,17024779.1133606,"[[0,222],[5,81],[10,24],[15,24],[20,22],[25,22],[30,7],[35,13],[40,7],[45,2],[50,3],[55,1],[60,2],[65,2],[70,4],[75,2],[80,4],[90,4],[95,2],[105,1],[110,1],[115,2],[120,2],[145,4],[165,2],[170,1],[190,1],[210,1],[225,1],[240,1],[285,1],[310,1],[340,1],[395,2],[400,1],[450,1],[515,1],[685,1],[750,1],[975,1]]",10818.576887272304,0.0
10003003002,Delaware,39.753700256347656,39.73775863647461,-75.51759338378906,-75.53752899169922,39.74510192871094,-75.52812957763672,1020.0,358.0,93.25842696629212,86.26506024096386,679.0,5630.0,4165.0,2352.0,49318.0,32.0,62144.0,8.0,15536.0,179666.3984924316,1825487.315899658,1270085.841003418,659727.2241027835,14967869.628814695,10485.09365234375,18902836.40831297,"[[0,114],[5,83],[10,36],[15,30],[20,15],[25,8],[30,6],[35,4],[40,5],[45,4],[50,3],[55,4],[60,1],[65,2],[70,1],[75,3],[80,1],[85,2],[90,2],[95,1],[100,2],[105,1],[110,2],[120,2],[125,1],[135,1],[140,2],[145,1],[160,2],[170,1],[175,1],[185,1],[190,1],[195,1],[250,1],[285,1],[295,1],[310,1],[315,1],[385,1],[430,1],[450,1],[495,1],[730,1],[745,1],[750,1],[1160,1],[1540,1]]",12012.008361998462,0.0
10003003002,Delaware,39.753700256347656,39.73775863647461,-75.51759338378906,-75.53752899169922,39.74510192871094,-75.52812957763672,,0.0,0.2247191011235955,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,8.0,,0.0,0.0,0.0,0.0,0.0,10485.09365234375,,"[[0,114],[5,83],[10,36],[15,30],[20,15],[25,8],[30,6],[35,4],[40,5],[45,4],[50,3],[55,4],[60,1],[65,2],[70,1],[75,3],[80,1],[85,2],[90,2],[95,1],[100,2],[105,1],[110,2],[120,2],[125,1],[135,1],[140,2],[145,1],[160,2],[170,1],[175,1],[185,1],[190,1],[195,1],[250,1],[285,1],[295,1],[310,1],[315,1],[385,1],[430,1],[450,1],[495,1],[730,1],[745,1],[750,1],[1160,1],[1540,1]]",0.0,0.0
10003010101,Delaware,39.82273864746094,39.80453109741211,-75.43335723876953,-75.46955871582031,39.81394958496094,-75.4531021118164,1020.0,118.0,21.82103610675039,84.89208633093526,374.0,3933.0,1465.0,1581.0,15111.0,43.0,22464.0,10.75,5616.0,95155.62931518554,1238172.0458496094,418752.21953735343,444896.18148803705,4590915.444708251,12222.2728515625,6787891.520898438,"[[0,21],[5,34],[10,14],[15,12],[20,6],[25,2],[30,2],[35,3],[45,1],[50,4],[55,3],[60,1],[65,1],[80,2],[85,1],[90,1],[100,1],[105,1],[110,1],[125,1],[225,1],[230,1],[240,1],[415,1],[685,1],[1420,1]]",4313.437832721913,0.0
10003010104,Delaware,39.81187057495117,39.779449462890625,-75.42005920410156,-75.47421264648438,39.7979736328125,-75.44860076904297,1020.0,178.0,26.432291666666668,87.6847290640394,271.0,2116.0,1683.0,289.0,1879.0,24.0,6238.0,6.0,1559.5,72467.63548583984,641651.866711426,508517.0734191895,80051.61553344726,554741.082067871,7223.1572265625,1857429.273217773,"[[0,38],[5,121],[10,14],[15,3],[20,1],[370,1]]",1180.3231790071775,0.0
10003010200,Delaware,39.814170837402344,39.803489685058594,-75.4594497680664,-75.47630310058594,39.80875396728515,-75.46826934814453,1020.0,293.0,54.65268676277851,70.26378896882494,426.0,4848.0,2411.0,1762.0,330.0,32.0,9777.0,8.0,2444.25,111588.2225646973,1464968.609332276,697432.7403747558,485733.6825500488,92857.9053100586,9364.031225585935,2852581.1601318372,"[[0,58],[5,145],[10,73],[15,13],[20,4]]",1812.7030255477364,0.0
10003010300,Delaware,39.81037139892578,39.7940788269043,-75.45427703857422,-75.48103332519531,39.80242538452149,-75.46753692626953,1020.0,372.0,53.47222222222222,80.51948051948052,1178.0,7254.0,2762.0,2032.0,1600.0,32.0,14826.0,8.0,3706.5,308148.96093139646,2196216.664587403,808154.9588256836,576444.1342468262,475151.65714721667,9477.092120361329,4364116.375738525,"[[0,64],[5,193],[10,75],[15,19],[20,13],[25,2],[50,2],[65,1],[70,1],[95,1],[125,1]]",2773.224148258078,0.0
10003010400,Delaware,39.804229736328125,39.78274154663086,-75.46793365478516,-75.49047088623047,39.7932243347168,-75.4802474975586,1020.0,1193.0,99.44615384615383,73.82425742574257,1866.0,15540.0,9544.0,5228.0,15755.0,27.0,47933.0,6.75,11983.25,487724.71883544925,4728377.530517578,2807899.523590088,1463537.8080261229,4678879.1257629385,7931.685144042968,14166418.706732173,"[[0,355],[5,615],[10,145],[15,36],[20,4],[25,4],[30,3],[35,3],[40,6],[45,3],[50,3],[55,2],[60,1],[65,1],[70,2],[80,1],[90,2],[115,1],[175,1],[255,1],[375,1],[435,1],[455,1],[585,1]]",9002.201378095993,0.0
10003010502,Delaware,39.78841018676758,39.75259017944336,-75.4688720703125,-75.5093994140625,39.76952362060547,-75.48687744140625,1020.0,1362.0,98.60290166577109,74.22343324250681,2505.0,17875.0,16723.0,6875.0,11532.0,24.0,55510.0,6.0,13877.5,660955.4648681642,5382916.101757813,4918786.297906496,1918001.546557617,3417376.131121828,7088.86884765625,16298035.542211903,"[[0,492],[5,573],[10,142],[15,39],[20,23],[25,18],[30,10],[35,18],[40,11],[45,10],[50,5],[55,2],[60,4],[70,1],[75,2],[85,2],[100,1],[115,1],[120,2],[125,1],[145,1],[175,1],[215,1],[350,1],[425,1]]",10356.759958579652,0.0
10003010702,Delaware,39.766578674316406,39.74325942993164,-75.48686981201172,-75.5254898071289,39.754032135009766,-75.50694274902344,1020.0,833.0,100.16380016380016,68.11120196238757,3240.0,13795.0,13558.0,11387.0,59707.0,26.0,101687.0,6.5,25421.75,841140.9986816406,4240002.674157715,3907594.053314209,3268326.4837097176,18016635.53678589,7677.463134765625,30273699.746649195,"[[0,280],[5,260],[10,61],[15,56],[20,41],[25,23],[30,17],[35,13],[40,5],[45,6],[50,4],[55,4],[65,5],[70,2],[75,2],[85,2],[90,2],[95,2],[100,1],[105,4],[115,2],[120,1],[125,1],[135,3],[140,2],[145,1],[150,3],[155,2],[160,1],[180,1],[195,2],[200,1],[205,3],[220,1],[225,2],[230,1],[240,1],[255,1],[270,1],[310,1],[380,1],[440,1],[560,1],[585,1],[630,1],[745,1],[835,1],[905,1],[1000,1],[1105,1],[1125,1],[1780,1]]",19237.74436017747,0.0
10003010800,Delaware,39.791561126708984,39.76227951049805,-75.50316619873047,-75.54488372802734,39.7762336730957,-75.52587890625,1020.0,1121.0,99.6158770806658,72.04370179948586,2696.0,22126.0,12142.0,12847.0,24289.0,38.0,74100.0,9.5,18525.0,706414.3280456542,6717382.004119873,3392215.347424316,3609007.736608886,7278835.787701415,10786.90487060547,21703855.203900144,"[[0,217],[5,376],[10,285],[15,125],[20,43],[25,19],[30,6],[35,4],[40,3],[45,5],[50,3],[55,3],[60,1],[65,1],[70,1],[75,4],[80,2],[85,2],[90,2],[100,2],[135,1],[145,1],[195,1],[200,1],[240,2],[255,1],[260,1],[290,1],[295,1],[325,1],[360,1],[375,1],[380,1],[430,1],[560,1],[1035,1]]",13791.94553480873,0.0
10003010900,Delaware,39.80002975463867,39.7772102355957,-75.50524139404297,-75.52391052246094,39.78797149658203,-75.51262664794922,1020.0,835.0,99.82728842832468,72.2318339100346,972.0,15063.0,8350.0,8822.0,1301.0,36.0,34508.0,9.0,8627.0,252395.34267578128,4516346.472363281,2305388.155676269,2461656.8369018566,369015.880255127,10367.10375366211,9904802.687872311,"[[0,139],[5,331],[10,223],[15,89],[20,42],[25,6],[30,3],[65,1],[285,1]]",6294.112171353504,0.0
10003011000,Delaware,39.80215835571289,39.769378662109375,-75.4813003540039,-75.5074234008789,39.78494644165039,-75.49735260009766,1020.0,821.0,99.32533733133434,61.9622641509434,1630.0,12224.0,8319.0,7265.0,22809.0,34.0,52247.0,8.5,13061.75,424095.4667724608,3659576.5083251935,2352724.0529357917,2019102.778948974,6714275.7720886255,9857.887451171877,15169774.579071054,"[[0,177],[5,312],[10,174],[15,82],[20,32],[25,10],[30,6],[35,3],[40,4],[50,1],[55,3],[65,2],[75,1],[110,1],[135,1],[145,1],[160,1],[195,1],[235,1],[240,1],[265,1],[325,2],[360,1],[390,1],[395,1],[1505,1]]",9639.794534395776,0.0
10003011100,Delaware,39.81563949584961,39.79322052001953,-75.47630310058594,-75.50508880615234,39.805419921875,-75.49056243896484,1020.0,585.0,98.00543970988214,54.11655874190564,508.0,7189.0,6428.0,8900.0,5096.0,32.0,28121.0,8.0,7030.25,131887.9725769043,2126142.4562377925,1746943.5536743158,2512248.9891174315,1499646.9852844242,9087.02647705078,8016869.956890875,"[[0,141],[5,225],[10,113],[15,56],[20,31],[25,9],[30,2],[35,2],[45,1],[70,1],[75,1],[120,1],[360,1],[865,1]]",5094.405245811553,0.0
10003011201,Delaware,39.82984161376953,39.80839920043945,-75.53443908691406,-75.54975891113281,39.818363189697266,-75.54134368896484,1020.0,519.0,100.1497005988024,77.57847533632287,1876.0,13830.0,6857.0,5626.0,43203.0,43.0,71392.0,10.75,17848.0,477034.4590270996,4292113.453161621,1927261.1516723633,1571984.0101562503,12960050.443603523,12730.647973632813,21228443.517620847,"[[0,60],[5,168],[10,145],[15,47],[20,22],[25,16],[30,8],[35,2],[40,2],[45,1],[50,2],[55,3],[65,2],[70,2],[80,1],[85,2],[90,1],[95,2],[100,1],[105,1],[110,1],[120,4],[125,1],[140,4],[145,2],[160,1],[170,1],[175,1],[185,2],[205,1],[220,1],[250,1],[305,1],[325,1],[340,1],[380,1],[450,1],[530,1],[535,1],[570,1],[940,1],[1485,1],[2085,1]]",13489.840124402335,0.0
10003011202,Delaware,39.83885955810547,39.8248405456543,-75.49896240234375,-75.54418182373047,39.83221435546875,-75.5212173461914,1019.863709246392,1102.0,116.54676258992804,75.58299039780522,3609.0,19382.0,16488.0,10218.0,18019.0,38.0,67716.0,9.5,16929.0,948941.3875793451,6046721.551568604,4762219.022741702,2779324.344885255,5396359.533563232,11035.580712890624,19933565.84033812,"[[0,159],[5,435],[10,265],[15,113],[20,51],[25,35],[30,12],[35,4],[40,5],[45,2],[50,2],[55,2],[60,1],[65,2],[70,1],[75,3],[80,1],[105,1],[110,2],[145,1],[160,1],[185,1],[515,1],[1210,1],[1715,1]]",12666.996337824086,0.0
10003011203,Delaware,39.833499908447266,39.81901931762695,-75.4597396850586,-75.50084686279297,39.82567596435547,-75.48255157470703,1020.0049963262308,1016.0,103.78006872852234,84.10596026490066,4051.0,20122.0,14704.0,13267.0,9227.0,43.0,61371.0,10.75,15342.75,1049442.3072631834,6328817.428747558,4275800.902075196,3731676.57940674,2774869.532550049,12898.303002929688,18160606.75004271,"[[0,104],[5,334],[10,325],[15,156],[20,39],[25,4],[30,9],[35,1],[40,6],[45,6],[50,9],[55,4],[60,2],[65,2],[70,1],[85,2],[90,2],[95,1],[100,1],[115,2],[120,1],[135,1],[150,1],[290,1],[525,1],[965,1]]",11540.35063460338,0.0
10003011204,Delaware,39.8248405456543,39.80828857421875,-75.46399688720703,-75.50733947753906,39.817623138427734,-75.48628997802734,1020.0,846.0,99.91603694374476,71.09243697478992,2305.0,16142.0,10121.0,9771.0,4245.0,37.0,42584.0,9.25,10646.0,598542.2703063964,4904268.42895508,2878730.001904297,2747046.6911071767,1265036.789746094,11066.26123046875,12393624.182019046,"[[0,137],[5,329],[10,214],[15,86],[20,35],[25,19],[30,2],[35,1],[40,4],[50,2],[55,1],[65,4],[70,3],[80,2],[105,1],[150,1],[155,1],[165,1],[190,1],[260,1],[280,1]]",7875.660249824139,0.0
